,review,rating,title,keywords_by_method1,keywords_by_method2
118,"Bought a new waterproof Apple Watch last week, been shopping for best swim app. My master swim mates recommended this app to me. Absolutely love it!!  Love the fact that this app not only can track my daily swim workout, but also allow me to connect with other swimmers.  The best feature is that I can locate the pool close by using this app. This is huge for me since I need to travel a lot because of work, this make my life much easier as I want to keep swimming every day.",5,Best swim app for Apple Watch so far,"['waterproof Apple Watch', 'Apple Watch', 'Watch last week', 'waterproof Apple', 'Apple', 'Watch', 'app', 'swim', 'Bought', 'week']","['swim app', 'apple watch', 'app track', 'best swim', 'connect swimmers', 'swim workout', 'daily swim', 'swimmers best', 'app', 'want swimming']"
119,"The app is slow and clunky with an unintuitive interface. Instead of focusing on giving us quick and easy access to our swimming metrics, this app seems to instead focus more on social stuff and finding swimming pools (which it isn't very good at) and it has the word ""unknown"" misspelled as well. Building a custom workout is actually way harder and slower than it should be, plus you constantly have to wait for the app to contact the servers because no one on the development team thought people might want to store their data locally on their phone. 

It's not terrible but it certainly isn't good.",2,Slow and clunky,"['unintuitive interface', 'slow and clunky', 'finding swimming pools', 'app', 'interface', 'swimming metrics', 'swimming pools', 'app is slow', 'slow', 'clunky']","['metrics app', 'app', 'custom workout', 'app slow', 'access swimming', 'app instead', 'swimming metrics', 'phone terrible', 'finding swimming', 'workout actually']"
120,"The watch app is great. It's much more fully featured than apple's swim tracking app. 

However, the iOS software is pretty bad. The swimming stats are poorly organized, and the totals are usually incorrect. For example, any workouts from the current day don't apply to the weekly total.  Also, the charts are wrong (showing workouts which didn't occur). 

Please update the iOS app and fix the bugs!",4,Great watch sw. Poor iOS sw.,"['watch app', 'swim tracking app', 'apple swim tracking', 'app', 'app is great', 'tracking app', 'great', 'iOS app', 'watch', 'fully featured']","['watch app', 'swim tracking', 'apple swim', 'tracking app', 'ios app', 'app ios', 'app great', 'swimming stats', 'app', 'workouts current']"
121,"Have been using this app with an Appe Watch 2.0 for a few months and have seen steady improvements in what it can do. Appreciate being able to record the skills distances within a workout now. Did have some issues with breast stroke detection, but that seems to be better after current update. Would like to see calories and sharing out from mobile app like you can in web site. Great app!",5,Works Great!,"['Appe Watch', 'steady improvements', 'Watch', 'Appe', 'app', 'months', 'steady', 'improvements', 'record the skills', 'skills distances']","['appe watch', 'great app', 'app', 'mobile app', 'using app', 'app appe', 'app like', 'sharing mobile', 'calories sharing', 'distances workout']"
122,I had a Garmin swim before and hated constantly pressing the button to start and stop intervals. That this app automatically distinguishes between intervals and resting at the wall is the single best feature for me. This is also a big improvement over the previous version which required scrolling to see everything and crashed a lot.,5,Love the automatic interval detection!,"['hated constantly pressing', 'Garmin swim', 'hated constantly', 'constantly pressing', 'pressing the button', 'button to start', 'start and stop', 'stop intervals', 'Garmin', 'app automatically distinguishes']","['garmin swim', 'intervals app', 'garmin', 'best feature', 'stop intervals', 'intervals resting', 'app', 'app automatically', 'intervals', 'feature']"
123,"Drill feature is great, so I use this over the built in app. However anything I do fast over a 50 is counted wrong. Did last 4 times I've done a 100 fast I'll go in the 55-56 range it gives me a time of 1 minutes and says I only did a 75.  Same thing for the 200, only days I've done a 175.  Times are also off. It thinks I'm resting almost 5 seconds after I have actually finished.  Overall not terrible, drill mode is the only thing that keeps me using it since I can add back in those laps it missed.",2,Fast swimming count and times off,"['feature is great', 'built in app', 'Drill feature', 'great', 'app', 'feature', 'built', 'counted wrong', 'fast', 'Drill']","['terrible drill', 'drill mode', 'drill feature', 'laps missed', 'laps', 'app fast', 'add laps', 'fast 50', '100 fast', 'drill']"
124,"Apple's built-in activity app is very accurate for tracking distance and deducing stroke type, but it requires manually stopping its chronometer to check time on individual sets, save or discard the record and launch a new activity before a new set. Very tedious! 

This app has been very good at stopping the clock when I come to a rest and smart enough to reset the clock to zero before I start swimming again. Big thumps up! Unfortunately, its distance and stroke count is horribly inaccurate. At the moment, I can only use it as a smart chronometer.

It also nags about gaining access to health data numerous times a day. Very annoying. Ask once and stop bothering me for at least a week. 

Hoping for the bugs to be fixed or a better alternative app to be launched.",3,Inaccurate distance tracking,"['Apple built-in activity', 'requires manually stopping', 'built-in activity app', 'deducing stroke type', 'individual sets', 'Apple built-in', 'save or discard', 'built-in activity', 'accurate for tracking', 'requires manually']","['activity app', 'chronometer nags', 'smart chronometer', 'app accurate', 'stopping chronometer', 'chronometer', 'chronometer check', 'tedious app', 'alternative app', 'built activity']"
125,"The Apple Watch app is very reliable for auto-detecting sets (no need to push buttons:-) and strokes. It also has a very easy way to include drill/kicking sets. 

Overall, it's a great app for swimmers!

Suggestion: While HR data from the watch is not always accurate, it would still be useful to have that displayed with the rest of the workout stats.",4,Solid performance!,"['Apple Watch app', 'push buttons', 'Apple Watch', 'reliable for auto-detecting', 'auto-detecting sets', 'Apple', 'kicking sets', 'sets', 'buttons', 'strokes']","['app swimmers', 'watch app', 'apple watch', 'workout stats', 'swimmers suggestion', 'watch accurate', 'data watch', 'swimmers', 'app reliable', 'great app']"
126,"I really enjoy using this app with my new Apple Watch and the additional details such as split times, swimmers in my area, clubs, etc not available with Apple'a app. The UI needs a little more user flexibility as I had to contact technical support to change my location. Highly recommended, otherwise.",5,"Great App, especially with Apple Watch","['Apple Watch', ""Apple'a app"", 'split times', 'additional details', 'clubs', 'Apple', 'Watch', ""Apple'a"", 'app', 'times']","['apple watch', 'apple app', 'app', 'app ui', 'using app', 'app new', 'ui needs', 'new apple', 'times swimmers', 'available apple']"
127,"This is a great app for swimming. I like that it captures my drill sets and also returns what I ""just"" swam. I gave it a four star because it's buggy and not working on my Apple Watch. I'm sure it'll get fixed quite soon. Give it a try. I won't be so quick to update, I'll wait on every other one. :)",5,Just updated and app stop working,"['app for swimming', 'great app', 'Apple Watch', 'swimming', 'great', 'app', 'captures my drill', 'drill sets', 'Watch', 'swam']","['app swimming', 'apple watch', 'great app', 'swimming', 'swimming like', 'just swam', 'app', 'swam', 'swam gave', 'captures drill']"
128,"I'm happy with the app and website overall, but a few weeks ago the yards I enter in Drill Mode on my Apple Watch don't transfer to the app or website even though they show up on my watch.  It is basically a waste of time to use the drill mode since none of the yards show up.  I contacted customer service about this a few weeks ago and never heard any response.",3,"Really nice app, but drill mode still broken","['Apple Watch', 'Drill Mode', 'weeks ago', 'Watch', 'yards show', 'app', 'enter in Drill', 'Apple', 'Drill', 'Mode']","['app website', 'apple watch', 'drill mode', 'app', 'yards contacted', 'use drill', 'drill', 'transfer app', 'yards enter', 'mode yards']"
129,"I use the app frequently and all works well and great!... until... i would say about 1 out 10 swims the screen gets activated and mess up the swim tracking. My last one it wiped out the whole work out. 

So i guess you can turn on the water protection, but then you can glance during swim on progress/time/heartrate... 

Otherwise great app",4,Great swim app... BUT!,"['app frequently', 'frequently', 'app', 'great', 'swim', 'swim tracking', 'great app', 'screen gets activated', 'activated and mess', 'works']","['swim tracking', 'swims screen', 'swim progress', 'swim', 'glance swim', 'water protection', '10 swims', 'swims', 'mess swim', 'use app']"
130,I didn't want to spend more money on the new AppleWatch to be able to swim. I bought a waterproof cover for my current Apple Watch and this app has helped me track my swimming. I'm also glad they added a drill component. This has been very helpful. You will enjoy this app.,5,Great Option for AppleWatch Series 1,"['current Apple Watch', 'spend more money', 'Apple Watch', 'current Apple', 'swim', 'spend', 'money', 'track my swimming', 'Apple', 'Watch']","['new applewatch', 'applewatch', 'watch app', 'apple watch', 'applewatch able', 'swim', 'track swimming', 'swimming', 'able swim', 'swimming glad']"
131,"I find this app kind of spotty. For instance, it doesn't seem to capture different strokes mid workout. If I'm doing freestyle and switch to breaststroke it skips a lap or two before it picks it up. It also doesn't capture all my workouts although that could be a function of a recent update, that wiped out a couple workouts. In any case, I don't find it that much better than what Apple Watch gives you.",3,Just ok,"['kind of spotty', 'app kind', 'strokes mid workout', 'spotty', 'Apple Watch', 'find this app', 'app', 'kind', 'strokes mid', 'find']","['capture workouts', 'apple watch', 'workouts function', 'watch gives', 'workouts case', 'app', 'workout doing', 'couple workouts', 'capture different', 'breaststroke skips']"
132,"I just returned to lap swimming and tried the app. It was accurate for distance, strokes and time. I wish it showed calories burned. Are you able to run the swim app and the Apple Watch workout app at the same time? The Apple Watch workout app doesn't display different strokes, but does measure calories.",4,"Good app, but needs improvement","['Apple Watch workout', 'Apple Watch', 'returned to lap', 'lap swimming', 'Watch workout app', 'Watch workout', 'app', 'Apple', 'Watch', 'workout app']","['workout app', 'swim app', 'measure calories', 'showed calories', 'watch workout', 'apple watch', 'calories burned', 'app accurate', 'run swim', 'calories']"
133,I bought a watch specifically for the swim app and workout tracking and with every upgrade it seems to get worse. Now none of my workouts at all are displayed. Needs serious QE testing. Signed disappointed swimmer!,5,Upgrades and swim workout sync are a mess,"['bought a watch', 'watch specifically', 'swim app', 'workout tracking', 'worse', 'bought', 'watch', 'specifically', 'swim', 'app']","['app workout', 'workout tracking', 'swim app', 'workouts displayed', 'bought watch', 'watch specifically', 'worse workouts', 'swim', 'disappointed swimmer', 'workout']"
134,"When this app is working it's Awesome! It's accurate, it's user friendly, it does everything I was looking for in a swim app. I loved it!!
That's the Good. The Bad.
Lately its crashing. I've lost two swims.. one was almost complete for 3800 yards.. the other crashed twice during my swim.
The Ugly. Your customer support is 
Horrible!! It's been over a week and I've not heard a word. Are you addressing this problem? Do you even care? I'd give this app 5+ stars. 
It's that good.. but your customer follow through is awful! Please fix!",5,"The Good, the Bad and the very Ugly.","['working it Awesome', 'Awesome', 'app', 'app is working', 'working', 'user friendly', 'swim app', 'swim', 'Good', 'customer']","['swim app', 'app', 'app loved', 'app stars', 'app working', 'care app', 'twice swim', 'swim', 'swims complete', 'looking swim']"
135,"I have never felt so disappointed about an app as this one. It glitches out and doesn't record anything every third to every other time I swim. I originally got this app for the stroke count and because it could differentiate between each set. I don't know what the purpose of using it is if it glitches out so often. Rest assured it will be deleted. FYI, this week out of the 5 times I swam, it recorded 3. DISAPPOINTING",1,Extremely disappointed. Glitches out DURING swim practice every third time,"['felt so disappointed', 'felt', 'disappointed', 'glitches', 'app', 'time I swim', 'FYI', 'DISAPPOINTING', 'times I swam', 'stroke count']","['swam recorded', 'app stroke', 'app glitches', 'app', 'record time', 'disappointed app', 'time swim', 'recorded disappointing', 'doesn record', 'times swam']"
136,"Pebble Time works great to track your distance during the workout. But syncing the Pebble to the app is Russian roulette. Every few work outs it will not only NOT sync the work out but will delete the workout too! Really frustrating when you are trying to track progress and use goals to motivate.

Really disappointed that they couldn't get this fundamental part of the whole app sorted out by now!",2,App sync is spotty at best!,"['Time works great', 'Pebble Time works', 'Pebble Time', 'Time works', 'works great', 'Time', 'great to track', 'Russian roulette', 'Pebble', 'track your distance']","['pebble app', 'syncing pebble', 'workout syncing', 'pebble time', 'pebble', 'sync work', 'sync', 'syncing', 'track progress', 'track distance']"
137,"After using this app for about a month, ~ 3 times a week, all performance measures noticeably improved. This has also reflected in swim style improvements that my co swimmers noticed. 

Highly recommend to all skill level swimmers.",5,Love this app - best for swimmers 👍👌👆,"['measures noticeably improved', 'performance measures noticeably', 'times a week', 'noticeably improved', 'performance measures', 'measures noticeably', 'month', 'times', 'week', 'improved']","['improvements swimmers', 'level swimmers', 'performance measures', 'performance', 'week performance', 'swimmers noticed', 'swimmers', 'app', 'app month', 'swim']"
138,Got my workout exactly right even the first time. Apple's workout app never did no matter what I tried. Allows to edit workout if needed (I could remove my experimental drill). Amazed!,5,WAY better than native workout app,"['time', 'workout', 'Apple workout app', 'Apple workout', 'workout app', 'Apple', 'Amazed', 'experimental drill', 'edit workout', 'needed']","['apple workout', 'workout app', 'edit workout', 'workout exactly', 'app did', 'got workout', 'workout', 'app', 'workout needed', 'time apple']"
139,"Since getting the new waterproof Apple Watch, I have been searching for a great swim tracking app.  This looked like it might be the one - until I discovered that there is. I way to tell the app about pools that it does not already recognize.  I swim in my own pool, and that means I am out of luck.  Seems like a very silly omission.",3,Really wanted to like this,"['waterproof Apple Watch', 'Apple Watch', 'waterproof Apple', 'great swim tracking', 'swim tracking app', 'Watch', 'Apple', 'tracking app', 'great swim', 'swim tracking']","['swim tracking', 'recognize swim', 'pools does', 'swim pool', 'pools', 'app pools', 'swim', 'pool means', 'pool', 'apple watch']"
140,"I love the app, but consistently run in to issues with the app closing part way through my swim. This make it difficult to accurately track my workouts. 

I am running this on a 1st generation AppleWatch with a Catalyst, waterproof watch case. 

Hope they can create a more stable app.",4,Best Swim App so far,"['app closing part', 'consistently run', 'closing part', 'app closing', 'swim', 'app', 'love the app', 'love', 'consistently', 'run']","['applewatch', 'app consistently', 'stable app', 'applewatch catalyst', 'issues app', 'generation applewatch', 'waterproof watch', 'app closing', 'app', 'love app']"
141,Drill mode and send off timer took a bit of time to get use to but this has become my go to app for my swim workouts.  Best app I have found for Apple Watch for tracking Swim workouts.,5,Works as expected,"['swim workouts', 'tracking Swim workouts', 'Drill mode', 'mode and send', 'send off timer', 'bit of time', 'Apple Watch', 'workouts', 'tracking Swim', 'swim']","['watch tracking', 'drill mode', 'apple watch', 'timer', 'send timer', 'tracking swim', 'app swim', 'best app', 'app apple', 'time use']"
142,"I have been using MySwimPro since mid Janurary 2017. I am 64 years old and use it daily from my Apple Series 2 watch. It does all I need it to do and I am sure more. I just needed it to count my laps but I can see other great information like elapse time, calories and pulse. I love this app.

I have not tried all the other great parts of the app. 

The support is excellent. I had a few questions and Adam Oxner replied that day. There was an app fix the next day. 

Thanks MySwimPro team.",5,Great swim tracker,"['mid Janurary', 'Apple Series', 'Janurary', 'app', 'mid', 'MySwimPro since mid', 'Adam Oxner replied', 'Adam Oxner', 'Series', 'Apple']","['watch does', 'using myswimpro', 'count laps', 'app support', 'myswimpro', 'day app', 'app', 'love app', 'calories pulse', 'myswimpro team']"
143,"Great new app. As someone who loves swimming I appreciate having this new app a lot. The app is great but definitely needs some improvements.
Since this is a new app I am giving it 5 stars and will be waiting for new releases.",5,Love it,"['app', 'Great', 'loves swimming', 'lot', 'loves', 'swimming', 'improvements', 'stars', 'releases', 'app a lot']","['app great', 'new app', 'swimming appreciate', 'app', 'app loves', 'swimming', 'app giving', 'loves swimming', 'app lot', 'needs improvements']"
144,"Apple watch app froze the second time I used it, requiring me to uninstall and reinstall (which deleted my swim.) When I tried to add the work out manually, it required the facility (why?) but didn't have the facility in its database. All that said, it is a free app so you get what you pay for.",3,Not quite ready for prime time,"['Apple watch app', 'watch app froze', 'Apple watch', 'uninstall and reinstall', 'deleted my swim', 'watch app', 'app froze', 'Apple', 'requiring', 'reinstall']","['watch app', 'apple watch', 'app', 'free app', 'app froze', 'app pay', 'facility didn', 'time used', 'swim tried', 'work manually']"
145,Counting laps was a pain and I would always loose my count in reaching my goal each day. Now with this app I don't have to worry about it as it know exactly where I am and how much I have done.,5,Amazing,"['Counting laps', 'goal each day', 'loose my count', 'count in reaching', 'reaching my goal', 'Counting', 'day', 'laps', 'pain', 'loose']","['counting laps', 'laps', 'day app', 'laps pain', 'loose count', 'count reaching', 'app', 'counting', 'count', 'app don']"
146,"I use this app all the time and really like it. The stats, number of laps, heart beat rate, everything gets counted. I only wish #of strokes would get back, disappeared after the update.",5,Great swimming app,"['heart beat rate', 'number of laps', 'heart beat', 'beat rate', 'app', 'time', 'stats', 'number', 'laps', 'heart']","['app', 'use app', 'laps heart', 'number laps', 'app time', 'laps', 'like stats', 'stats number', 'beat rate', 'heart beat']"
147,This app works great! I have had no issues uploading all of my workouts from my Garmin swim watch. I also like being able to connect with the other swimmers in my club.,5,Great Swim App!!,"['app works great', 'works great', 'app works', 'Garmin swim watch', 'Garmin swim', 'great', 'swim watch', 'app', 'works', 'issues uploading']","['workouts garmin', 'uploading workouts', 'garmin swim', 'swim watch', 'garmin', 'app works', 'app', 'uploading', 'connect swimmers', 'issues uploading']"
148,"As a triathlete, this app allows me to track every single workout and is providing me with the details I need to check on my improvements. Highly recommended",5,Love it,"['track every single', 'single workout', 'Highly recommended', 'triathlete', 'improvements', 'app', 'track', 'single', 'workout', 'providing']","['triathlete app', 'app', 'allows track', 'workout providing', 'triathlete', 'app allows', 'check improvements', 'track', 'single workout', 'workout']"
149,"This app works great for my Apple Watch 2 for capturing all my swimming data, including drills when I'm not moving my arms. I like the detailed data breakdown, workout analysis, and accurate lap count.",5,Great Workout App,"['Apple Watch', 'app works great', 'including drills', 'moving my arms', 'app works', 'works great', 'swimming data', 'detailed data breakdown', 'Watch', 'accurate lap count']","['apple watch', 'swimming data', 'capturing swimming', 'watch capturing', 'workout analysis', 'app', 'swimming', 'lap count', 'app works', 'accurate lap']"
150,"The interface and ability to record kick sets held a lot of promise. But, alas, during my first workout the app recorded 175 yards for my 400 yard warmup. It was flummoxed by my 100 IM, recording only 25 yards... I switched mid workout to the native activity/swim app and it accurately counted the rest of my workout. 
I'll be deleting this app. Maybe they will improve in the future. 
Also I am concerned that it does not water lock the watch.",1,Not accurate,"['record kick sets', 'kick sets held', 'lot of promise', 'interface and ability', 'ability to record', 'record kick', 'kick sets', 'sets held', 'held a lot', 'yard warmup']","['workout app', 'app accurately', 'app recorded', 'swim app', 'app', 'app maybe', 'record kick', 'workout native', '400 yard', 'yards 400']"
151,"Great app, very well-rounded. One of the best feature is the pool finder and seeing other people tracking their progress. Tried some other apps and like this one the best.",5,Love the pool finder feature!,"['Great app', 'Great', 'well-rounded', 'tracking their progress', 'pool finder', 'people tracking', 'progress', 'app', 'apps', 'feature']","['great app', 'pool finder', 'app', 'pool', 'apps', 'apps like', 'feature pool', 'app rounded', 'tried apps', 'tracking progress']"
152,"I've only used this app a couple of times, but so far I love everything it does. Very easy set up and use during my workouts. Check it out!",5,Awesome swim app,"['couple of times', 'app a couple', 'times', 'app', 'couple', 'love', 'easy set', 'workouts', 'Check', 'easy']","['app', 'used app', 'app couple', 'workouts check', 've used', 'use workouts', 'workouts', 'does easy', 'use', 'couple times']"
153,"Used it for the first time today. Great job logging the workout, easy to share and connect with others.",5,Works great with Apple Watch,"['time today', 'Great job logging', 'today', 'Great job', 'logging the workout', 'easy to share', 'time', 'job logging', 'share and connect', 'Great']","['logging workout', 'easy share', 'logging', 'share connect', 'job logging', 'share', 'great job', 'workout easy', 'used', 'connect']"
154,"App works great with Apple 2 watch. My favorite parts...ability to easily select different pool sizes, the fact that it knows when I'm taking a breather. Great app!",5,Does it's job,"['Apple', 'watch', 'great with Apple', 'App works great', 'App works', 'works great', 'works', 'App', 'great', 'favorite parts']","['apple watch', 'great app', 'app', 'app works', 'works great', 'pool sizes', 'watch', 'watch favorite', 'apple', 'great apple']"
155,"Love that I can use my pebble time to track my swims, but syncing is a crapshoot. Probably 30% of the time sync fails and workout data is lost.  Workout info on phone is minimal - would be nice to have workout breakdowns like on the website. HealthKit integration would be nice too.",3,Needs Work,"['track my swims', 'pebble time', 'Love', 'swims', 'crapshoot', 'workout', 'time', 'time sync fails', 'time to track', 'pebble']","['use pebble', 'time sync', 'sync', 'swims syncing', 'workout data', 'pebble time', 'healthkit integration', 'syncing', 'time track', 'workout breakdowns']"
156,"An app for the Apple Watch that is 1. Accurate 2. Allows you to select the option to do drills as you are swimming 3. Is free 4. Is awesome. 
I absolutely  recommend this app!! Very satisfied!!",5,Finally...,"['Apple Watch', 'Apple', 'Watch', 'Accurate', 'app', 'swimming', 'free', 'select the option', 'awesome', 'select']","['apple watch', 'app apple', 'app', 'drills swimming', 'watch accurate', 'recommend app', 'app satisfied', 'swimming', 'swimming free', 'drills']"
157,This app is great for keeping track of your workout and even motivates through friendly competition at your local pool. Works great with the new Apple Watch!!,5,Great App for Swimmers!!,"['local pool', 'keeping track', 'motivates through friendly', 'friendly competition', 'Apple Watch', 'pool', 'Works great', 'Watch', 'great', 'app is great']","['apple watch', 'app', 'app great', 'workout motivates', 'track workout', 'pool works', 'keeping track', 'local pool', 'workout', 'track']"
158,"This is the best swim app so far. I can connect with other clubs and swimmer. Its nice to locate pools around you within the app. Finally, i can track my Swims. Cant wait to go swimming again ❤️",5,Love it!!!!!,"['app', 'clubs and swimmer', 'Finally', 'swimmer', 'swim app', 'swim', 'Swims', 'connect', 'clubs', 'nice']","['swim app', 'pools app', 'clubs swimmer', 'track swims', 'app', 'app finally', 'best swim', 'locate pools', 'swimming', 'pools']"
159,Load up your pool of choice or find one. The apps knows the size of pool.  Starts when you start.  Counts the strokes.  Splits. All totals up.  Great for all levels of swimmers.,5,Great easy app,"['choice or find', 'Load', 'pool', 'pool of choice', 'choice', 'find', 'Splits', 'Counts the strokes', 'apps', 'size']","['levels swimmers', 'pool starts', 'pool choice', 'size pool', 'pool', 'swimmers', 'counts strokes', 'apps', 'strokes splits', 'choice apps']"
160,"So close to perfect. I could have rated it 5 but there is room for improvement in charts, export options, data sharing with other apps, etc.",4,Very Good with Apple Watch,"['close to perfect', 'perfect', 'export options', 'close', 'improvement in charts', 'data sharing', 'charts', 'export', 'options', 'data']","['charts export', 'improvement charts', 'perfect rated', 'charts', 'rated', 'rated room', 'data sharing', 'data', 'apps', 'options data']"
161,Love not having to count my laps. Or forget to record them! I have been more motivated to swim since using the app.,5,Works great with my pebble time,"['count my laps', 'Love', 'laps', 'count', 'forget to record', 'motivated to swim', 'app', 'forget', 'record', 'motivated']","['count laps', 'laps', 'motivated swim', 'laps forget', 'swim using', 'app', 'using app', 'swim', 'having count', 'using']"
162,"Tried in a few swims. First swim seemed to routinely miss the last 25 off each interval. Couldn't accurately detect stoke type.

Next swim I start tracking, swim 400m and look at watch to see 75m. Using Apple Watch 2.

Interface is very slow and non native, forced to setup an account with a login system that disallows certain characters for email but allows you to create the account, just not login ever again. Password must be short and bad.

I would forgive those bits of tracking actually worked.",2,Use apple activity swim mode instead,"['swim', 'watch', 'Apple Watch', 'tracking', 'account', 'login', 'routinely miss', 'Apple', 'interval', 'stoke type']","['tracking swim', 'apple watch', 'watch interface', 'tried swims', 'type swim', 'swim 400m', 'swim routinely', 'swim start', 'tracking', 'swim']"
163,"Easy to navigate, with good tracking for my personal progress. Looking forward to using the leaderboard for motivation. Hassle free device pairing.",5,Initial impressions,"['Easy to navigate', 'personal progress', 'good tracking', 'Easy', 'navigate', 'progress', 'leaderboard for motivation', 'good', 'tracking', 'personal']","['easy navigate', 'leaderboard', 'using leaderboard', 'leaderboard motivation', 'personal progress', 'good tracking', 'navigate good', 'tracking personal', 'progress looking', 'tracking']"
164,"This app seems to be early beta status.

1. Like other users, uploading is spotty at best.

2.  App is pretty limited on what you can log about workout.  Easier for me just to go to website on a pc.

3.  I use Pebble time, and accuracy on lap counting is pretty horrible.  I swim 1-2 miles per workout and it does not track well.  Drills and sprints seem to track better,  maybe because motion is more vigorous than my distance swims. 

Ill give it another month and update if they have managed to make something of this.",2,"Im hopeful, but disapointed so far","['early beta status', 'beta status', 'early beta', 'app', 'status', 'early', 'beta', 'uploading is spotty', 'pretty', 'Pebble time']","['use pebble', 'best app', 'does track', 'sprints track', 'app', 'time accuracy', 'track better', 'pebble time', 'log workout', 'track']"
165,"Good way to track swimming activity. Knows when you're resting, which the Workout app isn't able to do.",4,Everything I need for daily swim,"['track swimming activity', 'swimming activity', 'track swimming', 'Good', 'activity', 'Workout app', 'track', 'swimming', 'Workout', 'resting']","['workout app', 'swimming activity', 'track swimming', 'activity knows', 'swimming', 'app', 'resting workout', 'activity', 'workout', 'way track']"
166,I found Lapse are not counted accurately recorded. I tried using distance and lap count. Distance is more accurate. The Lap count recorded each length of 25 yards/meters as 1/2 lap. It also missed more laps than distance.,4,Swim works but.....,"['found Lapse', 'counted accurately recorded', 'counted accurately', 'Lapse', 'accurately recorded', 'lap', 'distance', 'lap count', 'found', 'counted']","['laps distance', 'missed laps', 'accurate lap', 'distance lap', 'lap count', 'meters lap', 'laps', 'lapse counted', 'lap missed', 'distance accurate']"
167,"Tracked my distance, laps and rest time very accurately. Plus transferred the data to the phone from my watch correctly!  Happy!",5,Works accurately,"['Tracked my distance', 'laps and rest', 'time very accurately', 'rest time', 'Tracked', 'distance', 'laps', 'accurately', 'watch correctly', 'rest']","['tracked distance', 'phone watch', 'time accurately', 'distance laps', 'accurately plus', 'tracked', 'laps', 'accurately', 'laps rest', 'watch correctly']"
168,"Whether you're a recreational swimmer or a competitive one, this app does it all! Definitely a great addition to my training!",5,This app is fantastic!!,"['recreational swimmer', 'recreational', 'swimmer', 'competitive', 'app', 'great addition', 'training', 'great', 'addition']","['swimmer competitive', 'competitive app', 'recreational swimmer', 'swimmer', 'app', 'app does', 'training', 'competitive', 'addition training', 'recreational']"
169,Unfortunately when you are done and try to upload the workout the app does not synchronize the data from Pebble. It's worth noting the watch app works amazing accurately but it is a shame the data cannot be uploaded to track your swimming activities,2,App does not synchronize,"['upload the workout', 'data from Pebble', 'synchronize the data', 'watch app works', 'app works amazing', 'Pebble', 'works amazing accurately', 'shame the data', 'workout the app', 'watch app']","['workout app', 'upload workout', 'watch app', 'data pebble', 'pebble', 'does synchronize', 'pebble worth', 'swimming activities', 'uploaded track', 'track swimming']"
170,"Sometimes it works, sometimes it doesn't. The past three times it wouldn't sync, no matter WHAT I did. I followed instructions, but wouldn't sync the new workouts. I would LOVE to be able to count on this app to work. Hopefully they will fix it soon.",2,Works sometimes,"['sync', 'past three times', 'works', 'work', 'LOVE', 'past', 'times', 'matter', 'instructions', 'workouts']","['sync', 'sync matter', 'sync new', 'app work', 'wouldn sync', 'works doesn', 'new workouts', 'app', 'work hopefully', 'workouts love']"
171,The app works well and is reasonably accurate on lap count. Fails miserably on breast stroke. I like the drill mode for kicking and use that to handle breast stroke failing. Wish the drill mode entry of length was better.,4,Decent for the price,"['lap count', 'app works', 'accurate on lap', 'breast stroke', 'count', 'drill mode', 'drill', 'app', 'works', 'accurate']","['accurate lap', 'lap count', 'app', 'lap', 'app works', 'reasonably accurate', 'works reasonably', 'fails miserably', 'breast stroke', 'count fails']"
172,"The app is accurate on tracking, but cannot determine my location. I also cannot manually input my profile detail or even input the pool I visit. Seems if you do not live in the US  you can not make your swimming great again.",2,Bad support,"['accurate on tracking', 'determine my location', 'app is accurate', 'tracking', 'location', 'pool I visit', 'app', 'accurate', 'determine', 'input']","['app accurate', 'location manually', 'accurate tracking', 'determine location', 'tracking', 'tracking determine', 'pool visit', 'swimming', 'make swimming', 'app']"
173,The Apple Watch 2 is decent for casual swimmers.  If you really want some detailed analysis of your workout this app is a no-brainer.,5,Must have app for Apple Watch,"['Apple Watch', 'casual swimmers', 'decent for casual', 'Watch', 'Apple', 'swimmers', 'decent', 'casual', 'detailed analysis', 'workout this app']","['workout app', 'apple watch', 'casual swimmers', 'swimmers', 'app', 'swimmers really', 'app brainer', 'analysis workout', 'watch', 'watch decent']"
174,"Having used the Apple Watch app and now the Swim app, there is no comparison. Fantastic, easy to use and accurate.",5,Best on market,"['Apple Watch app', 'Apple Watch', 'Watch app', 'Swim app', 'Apple', 'Watch', 'Swim', 'comparison', 'app', 'Fantastic']","['swim app', 'app swim', 'app comparison', 'watch app', 'apple watch', 'app', 'swim', 'comparison fantastic', 'comparison', 'use accurate']"
175,Great app! Developers did a nice job at making this app flow beautifully on the apple watch.,5,Super easy and functional,"['Great app', 'Great', 'app', 'app flow beautifully', 'apple watch', 'app flow', 'nice job', 'job at making', 'flow beautifully', 'Developers']","['great app', 'apple watch', 'app', 'app flow', 'making app', 'app developers', 'beautifully apple', 'flow beautifully', 'watch', 'nice job']"
176,"UI needs a little work, but it's the most accurate tracker of distance out of all apps I've used. It's made my new Apple Watch so much more useful for me.",4,Great app!,"['accurate tracker', 'tracker of distance', 'Apple Watch', 'work', 'accurate', 'tracker', 'distance', 'apps', 'Apple', 'Watch']","['distance apps', 'tracker distance', 'accurate tracker', 'apple watch', 'watch useful', 'work accurate', 'ui needs', 'ui', 'distance', 'tracker']"
