,content,score
264,"Swim app was absolutely great on my Galaxy Watch 1, having recorded around 40kilometres of pool swims....however it is utter rubbish on my galaxy watch 4. The menus have all changed and are a mess. Did a swimmer write these menu screens? I think not. You need direct menu choices such as pool length, start, stop, bpm, length count, this app just means you need to stop mid swim to prat about with navigating too many screen options, and how the he'll do you click the bezel to end the swim session!!",1
265,Stopped working on the Fossil Gen 5 all of a sudden. Had to reset and now the watch is not compatible. I had a lot of swims saved and now I can't track them any longer. And now it's fixed. Better communication would help but thanks for the fix.,4
266,"very poorly designed. only been able to add one workout to my Wear OS watch. won't let me delete it or add a new one. extremely difficult to find new workouts. always reverts my settings to ""Never"" when i try to find a workout. only using this app cause it barely tracks my swims",3
267,Got Issues This app worked great for over a year on two different Samsung watches. The last month however it has failed miserably. No as I am trying to finish my swim the app stops working and fails to remember my swim. The last 4 to 5 swims nothing. I go to history and it is gone. Please help love the app but doesn't work anymore. (Samsung Active 2),1
268,"Waste of storage on my Gear Active...went back to native app. Clunky app that doesn't connect well between wearable and phone. Does a poor job of tracking the swim (no stroke detection), the native app on the Samsung Gear is just as detailed and works like a dream.",1
269,"Good enough so far, but haven't really used the Wear OS integration. But it's not good for non-imperial people, since 90% of the workouts are in weird yards instead of meters - it just doesn't show anything for me in a 25m pool 🤷🏼‍♂️",3
270,Just got a Google fit watch and this is the only app I've found that will work on it to track swims. Easy to use but remember to turn the app on before you start then log your results on the Google fit app it won't do it automatically like my old fitbit used to! Also it gives you alot of different stats like rest time but it won't tell you how many calories you've burned you need to work that out yourself. Overall a good app I just hope the devs make it even better!,4
271,"Latest update seems to have broke it a bit on Galaxy Watch 4, seems to only be recording half my swim. Looks like it just stays in resting when you restart occasionally. Oddly its more accurate for initial lengths by seemingly recording less when it used to over estimate but you could just merge your lengths back down.",2
272,"Incredible pairing with Google Pixel watch. Stroke recognition is right about 75% of the time. In the app, you can adjust anything it didn't get right to make your workout history accurate. Honestly this app has motivated me to swim more.",5
273,"Rare rarely gets the distance on an interval wrong. I would love the ability to customize screens (rest timer, etc.), but this is the best swim app I could find for my Pixel watch so I'm giving it 5 stars.",5
274,"It is not perfect. I swim only freestyle and often times it says I am swimming another stroke, usually backstroke. It also misses lengths if I cool down with breaststroke. Today it added a length I did not swim. For the most part it does OK. I use a Gear Sport. It also would be nice if it hooked up with Samsung Health.",3
275,"So far best app at tracking laps with gear fit2pro. Measures laps accurately. Has drill mode to help pacing laps with vibrations. I only wish it could pace strokes. Browser UI clear, all the stats are there as graphs and tables and details up for editing.",5
276,Unfortunately with the latest Android 10 and version of the app/tinzen is very buggy. I can no longer reliably enter and exit water lock mode when switching between drill mode and swim without app getting stuck between swiping screens on galaxywatch. App then crashes and swim data is lost.,3
277,"Useless on my Samsung Active2. Current version of 2.0.3 doesnt not sync with phone app. Cust serv said 2.0.4 will fix this..... great, but it isn't available on the google play store so it doesn't do anyone any good. This is stupid stuff that should have been flushed out in QA. Industry uses 2 week software sprints and CICD get with the program Swim!",1
278,"Great so far. Speedo finally quit, so I had to switch. Once I found where to stop my workout, it was great. Love the colors (visible underwater), and the layout. I wish it had laps, but easily converted from yards.",5
279,"Accurate,all info I need. Splits come up automatically. One issue is everything abbreviated, can be tough read. And doesn't allow a delete or clear when logged. At least not that I see. Minor problems aside, stellar.👍💪🍺🏊",5
280,"Created log in thru app, tried to connect my Samsung watch. Went to account menu like directed and got no code. Tried to log in thru web site. Told PW wrong. Tried to request reset. Never received and email. App is totally useless. If just getting connected takes that many steps, I can not imagine what the app it self is like NOT USER FRIENDLY!",1
281,Loved this app and all the data it gave until the data it created was no longer accessible online. Its very difficult to edit and view data on the app. I lodged a support ticket to find out if this was permanent and heard nothing back. Hugely disappointing!,3
282,Watch data doesn't sync with phone. Error 60. Will go back to Samsung.,1
283,"Swim tracking just got a huge upgrade on my Galaxy Watch - much better than the stock swim app from S health. Swolf, HR, Distance till goal is all but a bezel rotation away ! 😎 Not a single touchscreen smartwatch can do swimming data this conveniently - the bezel + this app is amazing !",5
284,"Samsung watch 4. Uncomfortable to use. The best way for the watch app is to freeze the touch sensor, but be always on main screen. With the besel turn it switches between, main face, description. To finish a training you have to unblock swimm mod.",2
285,I track my swims on my Samsung galaxy active. I have found it to be fairly accurate most of the time. However tonight I finished my swim and my watch kept telling me to turn the bezel to end my swim. My watch doesn't have a bezel. Usually I just have to press the top right button to end but it wouldn't allow me. I ended up turning my watch off and therefore my swim was not recorded!,3
286,"Swim reading was quite inaccurate. It did not read my breast strokes at all and it shows that I did back strokes which I didn't. It works at first but now, it only accurately measure freestyle accurately. Im using a Galaxy Watch to track all these.",3
287,I tried to swim with this app a few times. The app is really bad and very difficult to end a swim. I lost all my exercise data. What a waste of time is this app. I hope the Samsung galaxy watch 3 improves their standard swimming app quickly.,1
288,"Combined with Fossil Sport and WearOS, this is great app. Very accurate in recording length of swim. Still trying to figure out how to do kick with drill mode. Love the integration with Strava.",5
289,"Only recognizes freestyle or some kind of ""mixed"". Doesn't recognize turns properly -> sometimes over and sometimes underestimates distance. Didn't record HR at all, although my watch did measure HR and could show it in its own app.",1
290,"Not very accurate but only option on Wear OS at present. Needs to be better though at just the basics of knowing whether I'm swimming or resting, and assuming if I'm moving in a 25m pool that after 4 minutes swimming I've probably done more than 50m!.",3
291,Great app to track your own swimming workouts and excellent user interface on smartwatch Galaxy 4,5
292,The app does accept feeds from Garmin Connect and maybe even Strava. The app created a location for me that I am unable to modify. The app created a 27 yard pool for me (my regular pool is SCY). The app tried to link to my USMS account but could not/would not accept my email address for the link up.,2
293,"Best swimming app for Android Wear. Syncs well with Google FIt. Also like how it automatically turns on touch lock to avoid accidental touches when coming in contact with water, an issue I used to face all the time.",5
294,Works with US Master Swimming And Garmin very well. Been using for a few years. Does not actually support Challenges as a tab like the directions say it should. Wanted to acknowledge a Fall Series 1 mile Challenge but can see how.,3
295,I connect it to my Samsung Galaxy watch but it skips intervals sometimes,4
296,"Wow, this app is really bad. I tried to connect it to garmin, it just gave me the pinwheel of death. I tried to add strava, it wouldn't let me add it because I sign up with Google and Google doesn't find their browser secure. So... I have to put everything directly...",1
297,"Very good swim tracker. Mild learning curve to fully utilize all the features but can be used easily ""right out of the box.""",5
298,Good app very precise. It doesn't recognize breaststroke on gear sport but the intervals are full editable so it's easy to fix. Best swimming app in the market at the moment for Samsung wearables,5
299,Over all works good with my Samsung active watch. Training program on my watch while in the pool is a great advantage! I would add an option to write the program online on a PC instead of on my mobile phone.,5
300,"Best of the available options, but can randomly loose an entire swimming session as I interact with it on the watch, and there is no way to export record's to CSV etc.",3
301,Great but sometimes loses or gains a lap,5
302,Great swim tracker when paired with the wearable app. Currently using an Apple watch that syncs to an old iPhone which updates on my Android app. Would be better if I had an android watch but this does work.,5
303,Pretty simple to use. Counts the laps accurately. Love the ability to do sets of a workout. Samsung watch vibrates to let me know when to go.,5
304,I'm not sure how much useless this can get. want me to open apple on phone to pair but no pin number. if you have a Samsung wearable use speedo on. at least you can record you lengths when swimming. this app is beyond help it all went wrong in han then update it got even worse. my pairing cider us a letter and 3 dots. submit ticket and theñ......,1
305,I was looking for the workouts feature but there's not much to see. It synced only one of my swims with Garmin connect. This can totally beat myswimpro just by adding default workouts.,3
306,Highly inaccurate at tracking number of lengths. says I've done way more than I have. Complete faff to end swim as well as the back button also activates Samsung Pay.,1
307,Can't fault it really. And it syncs Strava. Thankfully it runs in the background as Samsung Health doesn't and needs to be on the screen. I would rather this on display but Samsung is rubbish.,5
308,An excellent swimming application. It will carry out all of your requests. I enjoy the Send to Device feature since it makes choosing a workout on my watch faster. 💫,5
309,No settings tab. Cannot add my wearable - menu is greyed out.,1
310,"Love using this app for swimming much better than samsung health. Only problem I have is the app puts the full brightness up on my Galaxy Watch 46 so every time I end a swim I have to turn the watch brightness back down, apart from that it's great.",5
311,"Great app, works flawlessly on my TicWatch Pro 3 GPS. Accurate and also has heart beat, both of which the default app couldn't do! One suggestion, dark mode on the phone app would be nice #nitpick only!",4
312,I'm using swimming to get fit and lose weight. This app and the app for the galaxy watch really helps push me to my max and makes me want to do better each time I swim. Without it I would have given up by now. So thank you!,5
313,The new wear os integration is a massive improvement. Nice work. Still doesnt seem to link that well to Google fit. But im sure thats fixable.,4
314,"With the galaxy 4 watch, the app either does not count laps at all, or it looses the whole workout when you turn off the water lock to stop the workout.",1
315,"Doesn't track workout on galaxy watch 4. Difficult to get workouts to sync to watch, then deletes them when you turn off the water lock.",1
316,"Awful UX on the app. Even worse on the wear os app. Has dropped 3 / 7 swims, never synced never to be seen again. Algorithm is awful and always gets my swims wrong by 25m.",1
317,I have really been enjoying this app and tracking my open water feed. I am super excited about the new update today that shows open water leaderboards This will really make virtual competitions and personal tracking so much easier,5
318,"The update messed up the data vizualisation, which was not great to begin with, but now it's shown somehow reversed. Please fix.",2
319,"To hard to use. You can't just track your stroke on any pool, and you can't add a new one coz location option is broken.",1
320,Didnt even get to use it. Once installed it took over the screen on my watch. Only way I could stop it was to restart my watch. I opened up the app and it did exactly the same this. I have unstalled it,1
321,This app is fantastic...I love being able to edit my swims. My galaxy watch 3 is not the most accurate but I can merge my lengths easily..gives good overall swim info.,5
322,"Tracks swim well on watch, but functionality there is very limited - can't upload some activities and no way to delete them (and clean up) on watch.",3
323,I log a swim (no watch) and change the time and the app changes my distance. I can either have correct time or correct distance not both.,1
324,"This just doesn't work on my Fossil Gen 5. Installed on my phone and watch, but could NOT get them to communicate. Though I was logged into the App, the watch just kept saying to Log In or Join. Tried multiple times before giving up.",1
325,"Terrible, When attempting to sign up - you have to enter your age, the only way to do it is by moving one month at a time, I am 50 - 2010-1973=37x12= 444 - tap the screen 444x just to enter my age, you've got to be kidding me 🤷🏻 I uninstalled the app",1
326,I really like the metrics of the app. And I find it more reliable for stroke counts and ease of use than the native swimming app in the Galaxy Watch.,4
327,"It took a little while to get used to it, and I don't think it's always accurate, but it's still really handy and fun to use. At first it didn't recognize my breast consistently, but I got more careful with technique and it works!",5
328,"I love the app. Beautiful design, useful stats that give needed info for a workout analysis, interesting challenges. I recommend this app to my friends.",5
329,"Update March 14/22: the WearOS app on the Galaxy Watch 4 Classic is now working just fine. Needed to turn on ""Allow Background Activity"" for the app in the Wear app on your phone. I'm back to loving this app!",5
330,"The app works and measure the strokes, but I have an issue with the meters. It remain counting meters although I am resting o still floating in the same place.",4
331,Works well for sustained swims. Seems confused by intervals with varying effort. Ignores kick sets altogether.,3
332,I have a galaxy watch 5 pro and the latest swim apps installed. Swam 1375 yards then the app crashed the wearOS and lost all my workout data. Did the same thing yesterday after 500 yards. It happened during swimming,1
333,"Will not pair with the galaxy watch. You enter the code and it just hangs before taking you back to the same screen asking for the code, and the watch says pairing failed. useless.",1
334,great app which is for free and have all features as the commercial apps. Counts the laps very accuratly (25m and 50m pools) and recognisizes the swim stlyle. Im using Samsung Gear Fit2,5
335,"After Speedo shut down, I have been looking for a decent open water swim app. This one is hopeless on the Gear S3. It keeps recording my open water swims as 1 or two laps of a pool.",1
336,"Does not record the lengths properly. Sometimes records I have completed 2 when I infact swam 1, use to be fine but lately not good at all .",3
337,Ii have used this app for years and it's never missed a lap. Upgraded to new Samsung 4 classic and today's swim was out by about 15 laps! Not sure if watch or app to blame :),3
338,love the accuracy and stats. now if there is a way to get a workout loaded it would be perfect.,5
339,"The app need to optimised in order to record the real distance. In my case, 10% to 15 % of the recorded distance is not real. Comparation made with Form Googles.",3
340,Very user unfriendly. Since it's the only app I can find that tracks my laps while swimming I stick for now.,1
341,"Very difficult to end App. Lost all my info on 1 swim. Did 20m and showed I did 120m very frustrating try to end swim, do much do, I am deleting.",2
342,App is pretty good. Functional but a bit clunky w/ sync between watches and app on phone.,3
343,Great concept if it worked. App will freeze around 1000 yd and you'll lose your swim workout. Happened with my galaxy watch 4,2
344,"Really happy to find this app. Just getting back to swimming after 40 years and needed something to keep me from getting bored and setting some goals. And, it's free!",4
345,Wear OS app is fantastic! Thanks for providing Strava integration and ability to specify smaller pool sizes (14 yards).,5
346,"The best app to follow the sport activities. Besides swimming, it also log on more activities: Running, cycling, yoga.... Great!",5
347,The Strava integration stopped working! Works perfectly on my Galaxy Active. It gets the meters and strokes very accurate as any garmin or suunto,5
348,"Probably an issue with wear os or my watch, but it rarely counts the distance correctly and always needs to get resynced with Google fit",3
349,This app works great with my Garmin. It takes very little effort and I know that it's accurate when it uploads to the system.,5
350,Is the best swim app I've tried . Only 8issue 8s after I have finished swim and stopped app it remains on my samsung gear screen so I have to turn watch off and on .,4
351,"great app, but often incorrectly measures distance. Over the course of 2km app can be up to 3 laps out (150m)",3
352,"1. The pool location is only show for pool in hotel. It should show outside hotel as well for example in the arena. 2. Can't edit title 3. Can't add province/address ( fyi : I'm in Jakarta Indonesia) Hope you can tell me if i'm wrong thanks, Ronald",3
353,"Really nice to have a stroke log, and it seamlessly ties in with Garmin Connect app, so it's nice to have for post swim eval.",5
354,A lot to improve features. More facile app and of course supporting unicode characters.,3
355,This app is amazing. Using the workouts in the app has helped me really focus on improving various parts of my swim.,5
356,"Swam for 30 minutes, but the app only recorded 175 meters. Wildly inaccurate (Fossil Explorist gen4), and therefore useless.",1
357,"this is a great app dont get me wrong, but if i accidently add a set to a workout im creating, i cant delete that set, or maybe you can and i dont know how",3
358,"Best swim app providing meaningful metrics. Pity they do not support Fitbit Versa watch, had to buy Galaxy Gear Sport to use and scrap my Versa.",5
359,"GOOD App..Captures Every Lap...Great Grafics..connected to Goggle & FB account..Records my swimming like January to December.. Every day is Sunday (it's Commplement)..I Feel Motivated to exel & Go Further..,Honestly Google Play Achievement point Motivate extra..so 👉👈 Overall Enjoyable & Worth Trying..& Exprinceing it..",4
360,Downloading issues with Samsung Gear Sport watch.,3
361,is not accurate at all!,3
362,this has worked really well for me. it counys my laps and measures my swolf. i had some issues but the delevoper helped me righy away. great service!,5
363,"Disastrously designed. No way to ask for help, or figure out how to solve problems yourself. Don't be like me, wasting hours trying to get USMS challenges to work when they didn't work right away.",1
364,Doesn't save swims - says they upload then are nowhere to be found. Cannot even see them in history of swims.,1
365,I am giving this three star because I cannot track my swim. when I finished it says 0 yards and put zeros on everything please improve this it's very disappointing,3
366,Good app. It would be great if the data transferred on to samsung health automatically!,5
367,"Tracks and stores pool swim practice info. Tracks and stores open water swim info. Join groups and participate in virtual competition. Compare to other swimmers by age, gender and type. Filter results by pool, group, time period. Distance total and timed swims by stroke and distance. Download and follow practice sets from device during swims.",5
368,It's a good attempt but very off on the actual distance completed. I swam a 200yds and it recorded 75yds,2
369,Couldn't get past the sign up page. Just tweaked out over and over tried reload etc. Android Phone 2022 moto g stylus 5g,1
370,"The watch app on Samsung Active2, crashing continually. I love the app when it works properly",2
371,"Connected with gear fit2 pro. lap count, distance, duration, pace, strokes, HR etc. but where is the start time and end time, calorie burned?",4
372,"Can't connect watch app to mobile app, it keeps sending me to play store even though latest app installed on watch and phone",1
373,"i like it but i miss the hr values/calories burnt calculation, because my watch allows live hr during the activitie (fit gear 2 pro).",3
374,I use the app with the Galaxy Watch. it awesome and seems to be accurate to 50m over 1500m.,5
375,"The pebble app still works great, but the android app has dropped the ability to upload swims.",1
376,Do not save data to app from Samsung galaxy watch 3 after swimming. Drill battery very much.,2
377,This seems pretty accurate but can this be paired with Samsung health so the workouts are added to others on there ?,3
378,Doesn't work on my Fossil Gen 6 watch. It only records between 4-6 minutes and between 25-225 meters in total.,1
379,Great app. Hopefully someday it will sync naturally with Samsung Health.,5
380,Every swim I did registered on my Fossil Gen 5 but then vanished straight away. 4 times in a row. Nothing online for support. Very disappointed....,1
381,This app is terrible for logging your times. It's strictly meant for you to share times with others.,1
382,Easily the best swimming app for Android. Works with my Pixel Watch too!,5
383,Never drops lengths or randomly stopping like the Samsung app on my watch.,5
384,Does not work with Galaxy Watch 4. Simply do not start recording the workout.,1
385,"The workouts are not there anymore, all filters are empty",1
386,Has trouble with pebble watches. Used to work but has trouble now.,3
387,Great app that tracks my swims and helps to keep me motivated..,5
388,Works well on Galaxy Watch 4 tracking lengths in indoor pool. Linking well to strava.,5
389,One of the best apps that I have used so far. Really good and has good workouts,5
390,It only detects freestyle and never detects breaststroke.,3
391,Poor. Even with all the filters open no workouts shown,1
392,"Easy app keeps data, user friendly & does what you want",5
393,Make sure you can count lengths and work out your distance because this app can't!,1
394,Everything is fine. Sometimes it couts courses improperly but we can live with it,5
395,Will not log me in. It acts like it's loading my profile and then freezes.,1
396,Unable to connect Gear Fit2 pro. Frustrating.,1
397,Works great. Helps me transfer my swim data from garmin to google fit.,5
398,First swim it recorded nothing....2nd swim recorded 60yds instead of 600yds. Samsung Gear Sport. Going to install Speedo and hope for better :(,1
399,the app could not even track anything with my Galaxy Active watch.,1
400,able to customize so many aspects of workout tracking,5
401,simple to use and good interface,4
402,"What an idiot made app for fit2 pro, impossible to shutdown. No stat I see on phone app. Very bad!",1
403,Great for tracking my swims even without a GPS watch,5
404,Accurately records laps. Data is great,4
405,Great tracking app with a Samsung Gear Fit Pro 2.,4
406,Good app for workouts and challenges,4
407,"Easy to use app and navigate, keeps me in check on my progress",5
408,This app is pretty accurate in detecting my swim workout,5
409,Love the app... Finally an app that tracks my swims accurately,5
410,Accurate lap counts. Good interface,5
411,Superb app thanks,5
412,"works well, almost no missed laps",4
413,Amazing display of all stats! 😍,5
414,Workouts are not working. I did everything that I could do but it doesn't work,1
415,Cannot change to metres Too complicated to use app with Syrava,1
416,Great app better than garmin 1 for swimming,5
417,Suddenly cant pair watch app to phone app,1
418,Reliable and interesting results,4
419,Won't let you log a swim at some point. - useless,1
420,Doesn's work on Wear OS 3.2 (Fossil sport),1
421,not user friendly. no provisions for open water swimming.,1
422,Sometimes doesn't sink swims from watch.,4
423,Works great in pixel watch!,5
424,As a beginner this is easy App to use.,4
425,I have 1 prob i dont have a smartwatch can i still use the app?,4
426,good app. accurate swims.,4
427,why is my Surname (that I've had for 50 years) not accepted on my profile? i find this offencive! Unlike my surname which is NOT offencive! It means taking the Helm or Protective!!,5
428,With Galaxy Watch.. Love it!,5
429,Battery runs low fast Application crashes frequently.,2
430,Absolutely inaccurate. 300m counted of 500m.,1
431,Crashes every time.,1
432,One of the best fitness apps I have used!,5
433,I have a couple of comments but generally it's better than inbuilt Samsung app.,4
434,Love the automatic syncing from my Garmin watch,5
435,Very helpful for virtual coaching,5
436,tried and tried to record a swim... wouldnt let me.,1
437,Doesn't work with Fitbit sense... Sad,1
438,Why cant i screenshot my swim any more due to a privacy policy Spoiled it for me,1
439,Why is my Fossil Gen 4 smartwatch not campatible for this app?,1
440,doesn't work with pebble and uses rediculous retarded measuring system,1
441,Very compreensive statistics,5
442,Can't even open app,1
443,Can't live without this app!,4
444,"great app, very accurate",5
445,Google fit integration is broken,1
446,Send notices to them..never reply...wont work as they say...don't bother,1
447,Great app for swimmers!,5
448,Best swim tracking app,5
449,Needs a little tweaking.,5
450,Will not send my swim history back from galaxy watch,1
451,Not compatible with Vapor 2.,1
452,Very good package,4
453,Rubbish when used with samsung watch 4,1
454,A great app!,5
455,Much better than speedon,4
456,Doesn't work on fossil wear,1
457,I am glad with this App,5
458,Great swimming app,5
459,New things for me. Honest distance.,5
460,No place with pool,2
461,Best swim app,5
462,great so far,4
463,My go to swimming app,4
464,very good!!,5
465,Para nada intuitiva.,1
466,Great App!,5
467,🙂🙂👌👌,4
468,Great!!,5
469,not working,1
470,I used to love this app now it freezes at the end of my workout and then all my workout info disappears,2
471,Cool,5
472,Great app,5
473,Prompt feedback,5
474,Nice app,5
475,Great app,5
476,Good,5
477,Great,5
478,"Given Android Wear compatibility with Fossil Sport is advertised, I'm disappointed with the current version. It doesn't know where I'm swimming despite GPS and a database of pools. The watch is incredibly inaccurate at tracking my swim, tonight's 2km was only recorded as 1.5km. I'm hoping these are just small software problems that can be rectified soon, it has so much promise! App lacks material design and any link to Google Fit that provides any accurate/meaningful data to my workout journal.",1
479,Very good,5
480,Excellent,5
481,great,4
482,Love it!!,5
483,good,4
484,great app,5
485,"Just started using it again after two years, looks like some nice updates have been done.",4
486,excellent app with my smart watch,5
487,This app has improved greatly over the years. It could still be better at the social side.,4
488,Awesome app that keeps me motivated. Connected to my Pebble. Hopefully they keep up their support of the Pebble. Update 1/10/19: sadly support for Pebble has ended. Hopefully the developers can add it back because it was working non-stop for me. I don't understand why they would remove a working feature. I even uploaded my last workout on 1/8/19. It's such a shame! This truly is a great app and maybe the developers will take pity on me and other Pebblers and support Pebble again.,5
489,Could better support Pebble watch at least save the watch type settings... 2019 despite the fact that that the application does not support them as much anymore I have been surprised to see my latest uploaded automatically this morning so I give it back out five star,5
490,Does not work with Samsung Galaxy Watch. Will not pair. Have a fully waterproof watch that I want to swim with. Used to think that app was great. Please update asap. Thanks,3
491,The app is working as intended now on Sony Smartwatch 3. Thanks for the fix,5
492,"This is the best app at mostly accurately counting my laps. Terrible at 
breaking up intervals. Example: Even though I flip at each turn it will 
show I swam 4x25 instead of 200. Does not distinguish between strokes. I 
like that i can force it to count drills so kick sets aren't lost. Overall, 
I have to spend a lot of time editing my workouts after it uploads. It also 
takes a long time before it uploads on my phone. Sometimes half a day. I 
use this with Gear Sport.",3
493,No longer installs into Sony smartwatch 3.,1
494,Latest version crashes on SmartWatch 3,1
495,Ok,4
496,"Tried this app with three Casio WSD-F20 smart watch. Useless, the developer 
promised it would work after updates but it's probably worse. All I want is 
an app that can accurately track my lengths, this one doesn't do that.",2
497,"Works ok with the pebble time. Doesn't recognise breast-stroke or drills. 
Otherwise works great",4
498,"With Samsung Gear Sport. This is the best of the swimming apps I've tried 
in terms of accuracy.",4
499,Works great with Sony smart watch 3,5
500,"Works well now. Sometimes inaccurate, seems you need to avoid moving your 
watch hand when approaching pool edge",4
501,Awesome well designed app. Does it sync with new Samsung Gear?,4
502,"Great idea. Needs sync with Samsung Health and Map My Run. So far it gets the distance correct most of the time, unlike Speedo On or S Health, but it does not always detect my strokes correctly (Samsung Gear Sport). I get freestyle or unknown. At least I can edit this on the website and in the app (took me a while to find out how). Also the app is very slow to load each section. Looking forward to updates.",3
503,"I was really excited to start using this off-season. I opened the app and creates my account, but it won't let my last name contain the word ""ecchi"" in it. My last name is Carnesecchi. I'm not going to change my last name, this is very aggravating",1
504,This app is great,5
505,This app seems to not work with the new the misfit vapor or fossil q sport control. It requires you to press the only physical button and the watches already have prebuilt functions for it that make it impossible to use,1
506,At last it works for me v2.0.1  good job,5
507,"The latest version has a completely new interface, but no added functionality pre-swim - it is in fact less intuitive to use. I can't figure out how to change the pool anymore, unless this feature has been removed altogether?  More data & analysis are now available after a swim, and although it may take getting used to the new interface, I think that's a nice addition. Using Sony Smartwatch 3.",3
508,The New version sucks.  Bring back the old one.  Editing is too hard.  Rest periods are now counted as a lap.  The visual appeal is completely gone.   I would give the old version 5 stars.  Really a giant step backwards.,1
509,New version sucks battery now.,3
510,"Overall it is a good application considering it is free, it still has few problems. I am using a Nixon Mission with android wear 2.0, my hardware button works for theater mode but the app does not start if the display setting is not at always on. I can not change the yards to meters on the watch but can fix this with phone app. Still it is anoying. I tried it in 4 different day none count the whole labs the best was 10% off, it counts the srokes etc. but miss a turn and adds all the remaining turns as a single lap. Finaly ftom a computer I managed to add my watch to phone app but now I have nixon and android watch saperetly and only the android watch works if I try the nixon icon it opens a web describing how to transfer data from a germin watch. Hope some of these can be fixed in upcoming updates. I especially need an accurate lap count and meter option selectable on the watch.",4
511,"Used this on a Pebble Steel for about 2 years with weird synchronisation problems. EDIT 23/8 - Am now using a Nixon Mission on Android Wear 2.0. Surprisingly I can still put the watch into theater mode despite what official support site says - with two presses of the button. I've done three swims so far. Sad to say, the tracking's been a total mess. Using the app to merge intervals and laps, I've managed to fix one workout, but was forced to delete two workouts which were unfixable (where I swam the speed of an Olympic champion, or across the lap in 3 strokes).  EDIT 15/9 - Discovered that the previous problems was due to swimming with hand paddles. If I swim without hand paddles, the tracking seems to detect the laps and strokes pretty accurately (tested across 3 swim sessions), and only gets the intervals wrong which is fixable in the app later. So now I am forced to swim without hand paddles in order to get my tracking data correctly.",3
512,"The app was working mostly with my Sony smartwatch 3 until late Jan, now it just won't upload my workout at all.  Not sure what's going on as it was working fine before.  I hope they can fix it soon as it is totally useless now  Update:. I have to uninstall and reinstall to get upload to work and I have to do it every 2 to 3 days.  It is also crashing a lot more during swim so it lost all my current swim data",3
513,"Indeed unusable with Android 2. It does not make sene to wait for an update from Android. There is already a theater mode, although it is not triggered by double tap. Currently, you need to swiping down, but it is impossible to do this when the swim app is open.",1
514,"Works well with my Pebble, and gives me fairly accurate stroke/lap counts and times. Occasionally takes a little while to sync but the in-app explanation is pretty clear!",4
515,"So buggy. Editing a manually entered workout is almost impossible, defaults to a random pool I've never heard of then cannot be changed, and deleting a workout is completely impossible, have to go to desktop to do it",2
516,"The app has always been a bit slow to use, but it looks like the new versions of this and the Pebble app have broken the connection so I can't synchronise my swims from my watch. I fear Pebble will no longer be a supported device though.",3
517,Love this app. Keeps track of what I do. Syncs with Garmin Connect easy,5
518,Incompatible with Android Wear 2.0 because it depends on the removed double-tap to enter theater mode gesture.,1
519,"Asks the length of the pool, but cannot calculate distance by lengths of laps you swam.",1
520,"Not accurate at tracking distance, which makes it pretty useless.",2
521,"What is an *achievement* for, if you don't tell me how fast I was?",3
522,"Unable to login, fail.",1
523,Very good and reliable app,5
524,"Really good app, latest couple of updates have fixed a couple of the bugs and it no longer seems to ""drop"" any sessions. Would be good to have the number of lengths displayed rather than total distance swam (my pool is 43 yrds so going of distance swam is hard). Works well with my SM3 and Huawei p9. Would be great if it could remember my default pool again, it remembers the default length but not the venue. Thanks for the continued development, its saved me buying a garmin for pool training!",5
525,Works again with smartwatch after update. Nice app. The home pool should be default. Everytime I have to set my home pool from yards to meters.,4
526,Kind of works for me. Pebble is a bit inaccurate as a lap counter etc.,4
527,"Support fixed my pixel xl and Nixon issue, thanks. Round watchfaces next?",3
528,"Good app. Suggestion, add All swim personal best",4
529,Intriguing app. All you need to do is swim and everything comes alive,5
530,"I used this on my Oneplus 3 with Sony Smartwatch 3. This app keeps crashing consistently on my phone, whenever I open ""Deivces"" submenu to upload my swimming data from Sony Smartwatch 3. I have also noticed crashes on my watch some times while swimming. I created a support ticket. Initially it was dealt by some support guy, later no response from them.  Good app, only if it works :(",2
531,"Overall I like it. There are some missing features like integration with Google fit. It also stop working during workout, but as I said overall it does job good. Just continue to work on the app. There are still a lot to be done.",4
532,Functional but does not play nice with my pebble. I lose workouts in the ether and it's annoying.,4
533,At first I had difficulty to correct my location and change from yard to meter. Figured out can do it thru web. Suggestion: integration with Google Fit; add the session start and end time to the logs.  Update: very inaccurate lap counting with my smart watch 2. That makes it useless.,2
534,"Lately beginning to see bugs here folks. On Sony Smart Watch 3, 1. Time will start but no meters clocking up. 2. Look again meters have added on after 300m. 3. All good back to normal, then boom, all current data lost, and default back to zero on the watch whilst swimming.4 Sync data hoping my previous 800m swim is there, no sync, data lost. 5. Did test on water for 5 secs,when syncing shows all, zeros on app. Any on else same dramas? Software issue? Watch issue?",3
535,"The app is greatly designed on the phone but once on my android wear watch (Nixon Mission) the design doesn't work it isn't optimised for circular displays, won't sync with my phone and can't change from yards to meters. I really need a swim tracking app the foundation is there PLEASE, PLEASE, PLEASE try to fix this asap",1
536,"The accompanying app on my Pebble Time tracks workouts pretty well, but too often, they just disappear when I attempt to sync (25-50% of the time).  I need to memorize the details after every swim just in case.  Very annoying.",4
537,"Doesn't work with Sony SmartWatch 3. The watch and the app connects fine, but then... Nothing. It registers a couple of meters, then just idles. The SmartWatch app is so fiddley and non-intuitive to use that it's best to keep away from it. Too bad it's a free app, otherwise I would definitely demand a refund!",1
