,date,review,rating,isEdited,userName,title,developerResponse,platform
206,2022-05-10 20:43:53,"I understand subscribing for personalized and updated content, but now My Swim Pro won’t even let you create your OWN workout without paying $30 per month. I’d be willing to buy the base level app (manually create and log workouts). The free version isn’t even as good the native Workouts app for Apple Watch!",1,False,scottmacs,Demands Subscription for Anything Useful,"{'id': 29711763, 'body': ""Hi there, thank you for taking the time to leave us a review. We'd love to discuss your feedback! Please send us a message at support@myswimpro.com"", 'modified': '2022-05-12T18:25:49Z'}",AppStore
207,2022-09-11 16:37:28,Hi swim pro I really like swim pro because I love swimming and I have been swimming since I was 1 years of old and so me day I want to work with dolphins and swim with them           Sincerely Rebekah,5,False,po hi srgvfbc,Why I like swim pro,,AppStore
208,2021-10-07 19:39:24,It is rare to see an app where tech support responds to users directly. The latest updates are awesome and super user friendly.,5,True,JRAM77,Terrific support,"{'id': 13991362, 'body': 'Thank you for the kind review! We are super excited to hear it!\n\nIf you ever run into any issues, let us know! \n\nHappy Swimming!', 'modified': '2020-03-11T18:20:58Z'}",AppStore
209,2021-03-01 18:38:21,There’s simply nothing like it. I started using it early 2020 and it is truly a powerful tool for swimmers. Allows me to follow a plan with real time motivation and accountability. Real fun and well done.,5,False,Fern.Square,The best swimming app in the market,,AppStore
210,2022-11-07 18:21:17,"I use this app to help me count my calories, distance and my exercise as I swim! It helps me when other apps cannot!",5,False,Pearceyourheart,I use this app for…,,AppStore
211,2020-01-09 13:45:46,"The entire app is a subscription you have to pay for. Dont you guys think you should have a hand full of workouts that are free so the user can determine if they like it or not?

I cant give the app a chance and i’m obviously not paying $20 for something I dont know if I want. I genuinely don’t get how this became so famous",2,False,ArielZabihi,I don’t get it...,"{'id': 12827856, 'body': ""Hi there, thank you for leaving us a review. We'd love to talk to you some more if you could send us a message at support@myswimpro.com\n\nThe app offers a free 7 day trial ( you are able to cancel at any time) to try out ALL of the features in the app. Additionally we have many free features as well!\n\nI wanted to share all the functionality we've built into the app that is 100% free forever:\n\nWrite and log an unlimited number of workouts.\n\nLoad an unlimited number of Custom workouts to a compatible smartwatch. \n\nQuick Log.\n\nAn entire Training Plan full of FREE workouts\n\nCustom workout builder and save up to three workouts to your personal library. \n\nProfile to show distance swum.\n\nEarn achievements based on distance and number of workouts logged. \n\nGlobal community of fellow swimmers. \n\nAdditionally we publish a workout of the week almost every single week with a detailed analysis and explanation of the workout structure on our social media.\n\n\n\n"", 'modified': '2020-01-09T19:23:08Z'}",AppStore
212,2019-07-29 16:59:08,"This app did not work well.  I have an iphone 7+ and tried using it this morning.  After my swim, i saved my workout on my watch only because my phone was not nearby.  Two hours later, i cant find the workout, nor can i upload it to the app on my phone.  This app is not so refined, nor is it intuitive.  Hopefully a developer comes up with abetter one.",1,False,Johnny Swimmer Slow,Doesnt work,"{'id': 9924259, 'body': 'Hi Johnny, thank you for leaving us a review! I\'m sorry to hear that your workout did not sync with your phone. Can you please message support@MySwimPro.com so we can get this sorted out for you?\n\nAlternatively, if you are using an Apple watch, open the app on your water, swipe left until you get to the history screen. Click on the workout that is missing on your phone ( It will be saved in your watch history) Open up MySwimPro on your phone. Then click ""Retry Log"" on your phone. Just make sure the app is open on your phone as well when you hit the Retry Log button.', 'modified': '2019-07-30T14:23:59Z'}",AppStore
213,2019-07-27 06:07:15,I really like what this app has the possibility of doing but unfortunately it’s not there yet. Still has problems stopping app on Apple Watch and doesn’t accurately calculate distance in open swims. Really difficult to stop app and close so information is sent to exercise app.,3,False,blagoon,Open swim!,"{'id': 9928742, 'body': 'Hi there, thank you for leaving a review! We just had some improvements come out to Open Water Tracking. Let us know what you think at support@myswimpro.com', 'modified': '2019-07-30T21:01:42Z'}",AppStore
214,2018-06-28 19:34:26,Loved the stats and the workouts available but has anyone else had an issue of the app not being able to close? When I was done swimming I went to hit finish and it wouldn’t let me. Ended up closing it out but it would keep reopening. Had to delete it eventually just so the app would stop.,2,False,McMare151,Seemed alright,"{'id': 4160835, 'body': 'Hi Wilson- sorry about the problems closing the app! We would love to take a look at your logs to see how to prevent this in the future - if you could use the Send Feedback form in the app that would help us get started!', 'modified': '2018-07-09T15:33:51Z'}",AppStore
215,2023-03-23 11:13:14,All it does is provide an ad for the subscription services the offer. Click on anything within the app and you get an ad to upgrade to Pro. The worst kind of app there is. Extremely annoying and there is no option to turn it off. Yet it’s the only swim tracker that the Apple Watch supports.,1,False,RMJNJ,Terrible App,,AppStore
216,2018-03-15 17:30:43,"MySwimPro has helped me gain a significant insight into my swimming! A great swim tracking app that can be used by all swimmers. Using this app, I got great workouts daily to improve my speed in all four strokes!",5,False,Bob2492047193,The best app for swimmers!,,AppStore
217,2021-05-12 19:21:22,"You no longer get basic stats like heart rate without paying a hefty subscription. Might be worth paying for if you’re a competitive swimmer but if you’re just using it to exercise, to lose weight, it’s just too much. I already have subscription fatigue. This is just too much.",1,False,D. C.,Basic features need subscription,,AppStore
218,2018-01-09 11:06:57,So I have been using this terrible app for the past year. It is basically worthless. I used to pretend that the logged swims were accurate because I was so ready to support this app.  After a year of completely inaccurate results  with no improvement I’ve decided that this review was necessary.  I’m very critical because I am software rengineer and I wold be ashamed to release such a piece of garbage.,1,False,Stripes-ca,Worst app ever,,AppStore
219,2021-08-23 07:18:33,Unless you pay for the subscription which I can’t afford as it’s way to pricy you can’t do anything in the app. There are claims you get 5 workouts but every workout is locked it’s a huge scam. I don’t care how helpful it could be putting everything behind a paywall despite what is promised in the free use of the app is a scam.,1,False,Assfghjklqwertyuiopzxcvbnm9823,Not useful,"{'id': 24899719, 'body': 'Thank you for taking the time to leave us a review. The 5 workouts refers to being able to save up to 5 workouts to your workout library (custom workouts).\n\n These features are built into the app and are 100% Free Forever: Write and log an unlimited number of workouts. Load an unlimited number of Custom workouts to a compatible smartwatch. Sometimes you just want to log how far you swam and don’t have the time to put in the sets you did. For that, we have Quick Log! Custom workout builder and save up to three workouts to your personal library. Profile to show distance swum. Profile to show workouts logged Monthly challenges! Earn achievements based on distance and number of workouts logged. Global community of fellow swimmers. Inspiring stories delivered to your inbox every week Daily workout ideas, tips, and technique videos available on our blog and social media.\n', 'modified': '2021-09-03T21:45:43Z'}",AppStore
220,2018-02-03 20:44:47,"I’ve updated my review, the developers worked to figure out what was causing the iWatch app to crash during my swim, and suggested a temp fix I could use until the update js published.  Great team, functional app, likes this.",4,False,MusicinM'Soul,Great idea,,AppStore
221,2017-10-14 16:49:40,"I’d try it again but 15$ a month!?
Hopefully, Apple will further develop their own app.",5,False,digmyhead,Was initially excited but crashed far too often,"{'id': 1830617, 'body': ""Hello - we've done a lot of fixes for crashes on the watch in the latest update and we believe it to be quite stable now. Please give it another try and email us your thoughts at ios-support@myswimpro.com! -Adam"", 'modified': '2017-11-23T12:37:52Z'}",AppStore
222,2020-05-20 06:31:13,"The app is a pretty good coach, but in terms of tracking swimming when paired with a Fitbit Versa and an iPhone 8.... it’s garbage.

Don’t bother.

Even tried the advanced “up-sell”, still nothing.
———-
Update: Based on Reading over reviews, it seems like this company is more interested in appearing helpful than actually making a product that functions properly.

Do you know how much money and employees they must dedicate to troubleshoooting? Have you ever seen another review where the developer has tried so hard (with robot responses) to seem like they care.

It all makes sense.

Garbage app that should be removed from the APP store!",1,True,Thorzyan,Does not work,"{'id': 15397260, 'body': ""We are disappointed to hear that you encountered issues tracking your workouts with your Fitbit Versa!\n\nWe'd love an oppertunity to help you have a better experience! Could you send us a message at support@myswimpro.com ?"", 'modified': '2020-05-18T16:28:38Z'}",AppStore
223,2020-10-30 11:19:59,Great swim workouts and great tracking. MySwimPro would be outstanding if it included a web-based interface that allowed users to use all of its features on a larger format.,4,False,pamu1962,"Love all of it, but ...",,AppStore
224,2022-07-01 03:14:18,"I really want to like it but the constant pop ups about buying a $170 annual subscription are a nuisance. 

In addition the program is slow to respond and the screen freezes up.",2,False,Kai Speth,Has potential || too many bugs,,AppStore
225,2021-08-18 01:47:01,"This guy videos are great and it seems like the app has a lot to offer, but the free version has nothing of it! 

Nothing at all! There’s a free trail but that’s not good enough as you have to add your credit card info…

The yearly price is very overpriced, there should be a single payment that unlocks the app not a subscription!! Ripp off!",1,False,PkRamie,Nothing good in free version,"{'id': 24605530, 'body': 'Thank you for taking the time to leave us a review. These features are built into the app and are 100% Free Forever: Write and log an unlimited number of workouts. Load an unlimited number of Custom workouts to a compatible smartwatch. Sometimes you just want to log how far you swam and don’t have the time to put in the sets you did. For that, we have Quick Log! Custom workout builder and save up to three workouts to your personal library. Profile to show distance swum. Profile to show workouts logged Monthly challenges! Earn achievements based on distance and number of workouts logged. Global community of fellow swimmers. Inspiring stories delivered to your inbox every week Daily workout ideas, tips, and technique videos available on our blog and social media', 'modified': '2021-08-19T18:19:53Z'}",AppStore
226,2022-12-17 18:20:00,"If your subscription expires, all data you paid for previous period is also hidden immediately. 
So, even no history for you if do not continue to pay.",2,False,Tööline,Data taken away,,AppStore
227,2022-07-03 19:12:50,"Does not load work-outs. Repeated crashes (despite of the app being deleted and then reinstalled). I definitely would NOT recommend this app, and more importantly I would not pay a cent for this piece of garbage! Anyone who makes the mistake of buying this scam app exposes themselves to being ripped off like I was.",1,False,ghlatta3,Worthless App,"{'id': 30755661, 'body': ""Hi there, thank you for taking the time to leave us a review. We are disappointed to hear you've encountered issues! If you could please send us a message at support@myswimpro.com and let us know which watch you are using we'd be happy to help get everything working correctly for you. "", 'modified': '2022-07-06T21:28:03Z'}",AppStore
228,2020-05-20 18:14:00,This is a great app- as a long distance open water swimmer the workout and dry land have been instrumental in directing and planning my workouts. Very worthwhile.,5,False,swmsrf67,Awesome App,,AppStore
229,2019-08-11 00:57:29,Workouts won’t load. Sent an email they were able to add it for me. I was grinding for two weeks really enjoying it. Now I open up the app to find it added a different program and erased all the numbers and times I’ve added. 🤷🏽‍♂️ found a different workout app with no bugs  save your self the headache,1,False,Emyth101,Workouts don’t load,"{'id': 10111993, 'body': 'Thank you for taking the time to leave us a review. Based on your support email, it appears that you have logged into a different account. this explains why your current training plan and data is missing. Can you check to see if your past swims are located in your feed? If they are not, then it confirms that you are logged into the wrong account. Please email us back at support@myswimpro.com so we can continue helping you benefit from the app.', 'modified': '2019-08-11T14:21:30Z'}",AppStore
230,2021-02-26 01:14:24,"I am a 10 year old swimmer and Im not too sure about how to use it but just seeing a swimming app brightens up my day,(I also have a swim meet on March 13 so good luck to me).",5,False,Phyzics ZR,Awesome,,AppStore
231,2020-07-09 02:29:20,"Since the most recent update the heart rate data from my workouts no longer syncs to strava. Please fix, thanks. Otherwise great app!",4,False,CRCaplan11,Strava sync messed up in recent update,,AppStore
232,2020-09-26 07:59:22,They’ve been trying to charge my card for two weeks now after I’ve cancelled everything and contacted them to ask them to stop running the card. I have no current subscriptions but they don’t seem to care. They just want money.,1,False,cant even add,Money hungry,"{'id': 18288543, 'body': 'We are disappointed to hear this! We believe this issue has already been resolved and you had two separate accounts. \n\nHowever, if you are still experiencing issues with this please email us at support@myswimpro.com or charlie@myswimpro.com so that we can get this taken care of for you.', 'modified': '2020-10-05T22:40:12Z'}",AppStore
233,2020-07-02 23:13:37,"It’s an amazing app, I started using this app 3 weeks ago and every time I open it I feel so motivated",5,False,Saleem Nashawaty,Highly recommended,,AppStore
234,2018-07-18 14:13:39,"Not only it measured laps in my watch while I wasn't even moving (!), it completely drained my Apple Watch faster then anything I ever saw, and now my watch won't even start (green snake of death)!

I hope this app will be removed from the App Store till those problems that can really harm your watch be fixed!",1,False,Ozba1,I hope I never saw this app or installed it,"{'id': 4309741, 'body': 'Hi Ozba1, sorry to hear about the problems. The ""green snake"" problem on your watch may indicate a hardware problem - I recommend taking it to an Apple Store to get looked at if it won\'t charge. Please feel free to reach out at ios-support@myswimpro.com  -Adam', 'modified': '2018-07-19T11:26:59Z'}",AppStore
235,2022-07-28 02:25:24,I like having my workout on my watch,5,False,Vodkavodkaussrcommy,Fantastic for swim tracking,,AppStore
236,2018-09-13 12:38:05,I love the app but would really like to see a taper function that can be utilized for competitions.,5,False,mwaldy28,Needs one more thing,"{'id': 5248713, 'body': ""Thanks for the feedback! We'll look into adding in some taper functionality."", 'modified': '2018-09-26T21:28:37Z'}",AppStore
237,2022-08-17 20:08:38,Still using and loving the app! Love the updates and new features. Thank you guys for the best swim app ever!,5,False,Ms_strom,Update,,AppStore
238,2022-03-07 18:03:35,App has great potential only if you’re willing to pay $30 per month.  I’m not planning on being an Olympian so I find it hard to justify. I’ll use the $30 to buy 7-8 gallons of gas each month.,2,False,BeemerDoubleU,Just enough to lure you,,AppStore
239,2021-07-19 15:35:10,I love this app. I use it primarily to log my time & distance each morning. I gives me fun milestones as I go greater distances.,5,False,Gia Xara,Great swim tracker,"{'id': 24056086, 'body': 'We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at support@myswimpro.com! Have a wonderful day!', 'modified': '2021-07-21T18:36:54Z'}",AppStore
240,2020-10-15 16:01:09,Best swim app hands down. Most detailed and most immediate support for any level.,5,False,Carol13,Look no more,,AppStore
241,2018-09-21 03:05:07,If everything did not cost something then this app would probably be awesome. But unless you pay you don’t have access to anything. I’ve been a swimmer for who knows how long and I would rather just watch a video on line than get this.,2,False,mmmmmmhmmmmhmmm,Too pricy,"{'id': 5248695, 'body': 'Hello - custom workouts, tracking, and basic analytics are all available for free. We would love to hear your thoughts on what we can make better at ios-support@myswimpro.com !', 'modified': '2018-09-26T21:25:12Z'}",AppStore
242,2020-07-27 15:40:34,"The app is a great concept, but it is extremely buggy and will often delete parts of sets I have made. The subscription is great, but is extremely expensive and you would get more out of a masters or club team. Don’t waste your money.",2,False,badlands112,Not worth it,"{'id': 17192328, 'body': 'Thank you for taking the time to leave us a review! We are disappointed to hear this! Can you please send us a message to support@myswimpro.com so we can look into why you are experiencing these bugs?', 'modified': '2020-08-10T15:50:28Z'}",AppStore
243,2020-01-12 14:39:55,"It won’t open with my Apple Watch.  When i tried to set up an account on my watch , it kept telling me to enter a valid email.  Uh- that was a valid email.  Not worth the hassle. It even tells you open up your app to use with the watch... ya speak work either.  I’ll find something else.",1,False,Dietpepsiluvr,Too many issues,"{'id': 12935613, 'body': 'We are disappointed to hear that you ran into issues! We are happy to get this resolved for you! You can either send us a message at support@myswimpro.com or Can you first check to see if you are on the latest OS of your devices and the latest version of MySwimPro?\r\n\r\nIf everything is up to date-\r\n\r\n1) Restart your watch\r\n2) Login to MSP on your Phone\r\n\r\n3) Leave phone open on MSP- open app on watch\r\nThis should automatically log you into the watch app.\r\n\r\n4) If you are not automatically logged it- Force press the screen and click retry ( while the app is open on your phone)\r\n\n\r\n', 'modified': '2020-01-15T17:59:49Z'}",AppStore
244,2023-06-20 15:54:32,"I subscribed for a full year at their outrageous rate, but found the app nearly featureless for my open water swimming. As I look around the app, nothing here justifies a $4.99/week price. Zilch! Absurd pricing.

Once I found the swim dot com app I loaded that on to my Apple Watch and never looked backz",1,False,CleverBib,Not worth it at a third the cost,,AppStore
245,2021-05-15 11:46:38,"If you have the motivation to sweat and take action, this app helps you take action smartly.",5,False,AMD9669,Consistency and Commitment,"{'id': 22854587, 'body': 'Thank you for the review! Happy training!', 'modified': '2021-05-17T14:30:11Z'}",AppStore
246,2018-02-19 15:15:37,"I have been waiting for you to add Garmin support. Unfortunately, it is not logging my work out very well. I do enjoy the videos, and the workouts, but for the app to add real value that has to properly capture my swimming.",2,False,DRL22,"Thank you for the Garmin support, but it doesn’t work very well",,AppStore
247,2021-12-01 02:53:17,Almost all workouts require a subscription.  29/month or 179/year.  Everything free is tracking and the community. I didn’t click through on the community link so I don’t know how far in you go without a subscription.,1,False,Dcreelma,Useless without subscription,,AppStore
248,2020-12-18 00:11:42,Using the app for almost 2 years. Really enjoy seeing my improvement  on a daily basis,5,False,Kcphaeton,Great app,"{'id': 20408073, 'body': 'We are pleased that you are enjoying the app! If there is anything we can do for you, just let us know at support@myswimpro.com! Happy Training!', 'modified': '2021-01-14T16:58:36Z'}",AppStore
249,2019-09-22 02:49:51,"This app allows you to download it for free but everything I’ve checked out is a paid feature. 

It looks legit, and if I paid for it, I’m sure I’d improve, but at least give something for free, and no not a 7 day trial that will charge me at the end(I know a can cancel right when I start the trail to not pay).",1,False,Blent1050,Not free whatsoever.,"{'id': 10916102, 'body': ""Thank you for leaving us a review! \nI wanted to share all the functionality we've built into the app that is 100% free forever:\n\nWrite and log an unlimited number of workouts.\nLoad custom workouts to compatible smart watch\nCustom workout builder and save up to five workouts to your personal library.\nQuick Log.\nAn entire beginning training plan.\nProfile to show distance swum.\nEarn achievements based on distance and number of workouts logged.\nGlobal community of fellow swimmers.\nAdditionally we publish a workout of the week almost every single week with a detailed analysis and explanation of the workout structure. This content and all our videos are on our blog and social media. Here's an example: https://myswimpro.com/blog/2019/05/08/workout-of-the-week-equipment-variation/"", 'modified': '2019-09-26T19:23:31Z'}",AppStore
250,2019-06-12 08:45:48,"The app itself is great, I love how easy it is to make programs, however when I try to load a program on my Fitbit Versa it says “connection error” I have tried uninstalling the app, but nothing seems to work regardless of what I’m doing.",2,False,Maika_DK,Can’t get it to work on my Fitbit versa,"{'id': 9160270, 'body': 'Hi there! Thank you for leaving us a review! Can you please email us at support@myswimpro.com so we can get you set up with your Fitbit versa!', 'modified': '2019-06-14T02:25:06Z'}",AppStore
251,2023-09-25 05:05:54,I subscribed for a year on the website and in the app I still have an ad asking me to subscribe take up 50% of the entire screen - and it scrolls with the screen ruining the app - it’s just insane,1,False,media-n,Even after subscribing an add to subscribe takes up 50% of the screen,"{'id': 39157695, 'body': 'We are disappointed to hear this! Please reach out with the in app messenger or send a message to support@myswimpro.com so we can get this resolved quickly for you!', 'modified': '2023-09-26T17:54:06Z'}",AppStore
252,2022-11-13 04:18:44,"The amount of functionality that’s locked behind a subscription is pretty out of control. At the very least, I expect to be able to structure my own workouts, without being able to tap into guided workouts and coaching.",1,False,edgonzalez32,Paywall overkill,,AppStore
253,2021-02-17 21:13:29,Worked great at first.  Now I experience connection and tracking problems all the time.  It will just cut off in the middle of my swim and not log it.  During free swim will not log the distance at all.  Today swam 825 meters it logged 275 meters.  Very disappointed.,2,False,Area51medic,Connection Problems,"{'id': 21216652, 'body': 'Hi there, thank you for leaving a review. We are disappointed to hear that you encountered issues!\n\nCan you please use the ""contact us"" form in the app or send us a message at support@myswimpro.com so that we can get these issues resolved and the app working correctly for you?', 'modified': '2021-02-22T15:10:57Z'}",AppStore
254,2020-08-05 12:28:53,This free version is worthless. There is nothing there. I don’t mind if you want me to purchase more but don’t pretend you are giving me something. I’m so disgusted with your worthless free version I refuse to buy from you. On top of that $15/ month is ridiculous too. Now I just want to tell other swimmers not to support such nonsense.,1,False,fortisanne,Don’t bother,"{'id': 17192386, 'body': ""Thank you for taking the time to leave us a review. We would love to continue this conversation  at support@myswimpro.com\n\nThese features are built into the app and are 100% Free Forever:\n\nWrite and log an unlimited number of workouts.\nLoad an unlimited number of Custom workouts to a compatible smartwatch.\nSometimes you just want to log how far you swam and don’t have the time to put in the sets you did. For that, we have Quick Log!\nCustom workout builder and save up to three workouts to your personal library.\nProfile to show distance swum.\nProfile to show workouts logged\nMonthly challenges!\nEarn achievements based on distance and number of workouts logged. \nGlobal community of fellow swimmers.\n\nWe'd love your feedback on all of these features if you were able to give them a try or on the 30 day free trial features.\n\n\n"", 'modified': '2020-08-10T15:53:27Z'}",AppStore
255,2020-07-08 21:20:37,I’ve been using this app for a couple of years now and find it’s not accurate in recording distance (always short) and lately there has been trouble transferring my swim workouts to my account.  I using an Apple II watch and iPhone7.,1,False,K Dance Party,Missing the Mark with Performance,"{'id': 16903512, 'body': 'Hi there, thank you for taking the time to leave us a review! We are disappointed to hear about the issues! Could you please use the ""Contact Us"" form in the app to send us an email so we can take a look at what is going on and get it resolved for you?', 'modified': '2020-07-27T14:37:21Z'}",AppStore
256,2019-11-28 14:02:14,"This App and everything it offers is astounding! Couldn’t be better!  Best app, year after year IMHO.  Improved everything for me!",5,False,Everybody's got one!,BEST APP EVER! Masters Coach on your wrist!,,AppStore
257,2020-01-21 14:55:04,"The app it is the best around for swimming but the app freeze each time I try to log or just watched the work out. Even I am not a free member. It is not randomly it happens 100%. 
Sometimes during the work out it also freeze, now this issue does happen now and then. 

But over all it is good and it is the best out there. 

Hopefully they will fix this little issues I am experincing with it. 

Enjoy",3,False,Debt boy,Good app but need to be polish,"{'id': 13083877, 'body': ""Thank you for taking the time to leave us a review! We are super excited to have you in the community!\n\nCan you please send us a message at support@myswimpro.com We'd love to discuss the issue you are experience and work on getting it resolved."", 'modified': '2020-01-23T15:38:57Z'}",AppStore
258,2019-06-14 18:26:14,I purchased the app in full for a year . It’s expensive so I didn’t expect difficulty. The videos don’t play immediately. Also the graphics overlap on my programs,3,False,Water lily1,Video issue,"{'id': 9185318, 'body': 'Hi there, thank you for taking the time to leave us a review! Sorry to hear that you are having some issues with the graphics, can you please email support@myswimpro.com so we can help get this sorted out for you?', 'modified': '2019-06-16T01:52:28Z'}",AppStore
259,2020-02-17 15:44:18,I went on this app thinking there would be many workouts and I could actually do things! But no. I have to get an elite membership just so I can unlock the workouts I actually want to do. I do NOT recommend this app to anyone who actually wants to swim and workout.,1,False,Stripedshirt500,Terrible. Way too expensive👎,,AppStore
260,2018-07-19 19:38:10,Awesome app.  Very user friendly and reliable.  I use it six days a week with the Apple Watch.,5,False,pedswimdoc,Outstanding swim app.,"{'id': 4360105, 'body': 'Thanks pedswimdoc! Happy swimming!', 'modified': '2018-07-23T14:46:11Z'}",AppStore
261,2019-01-03 04:52:01,"You can’t do anything with this app unless you pay for elite. I can basically log a workout and that’s it. I can’t watch any of the videos or get a set to help me structure a workout, not worth it unless you wanna pay for it!",2,False,123533678853,Can’t do anything,"{'id': 6732630, 'body': 'Thanks for the feedback!', 'modified': '2019-01-08T14:46:07Z'}",AppStore
262,2019-09-24 15:54:54,Very misleading on the App Store. Appears to have a free version with some limited features but really has nothing at all. Would not even show me all the workouts that I manually inputted and logged. I don’t mind pay apps but don’t appreciate being deceived into a useless download.,1,False,Broketabataapp,Misleading - no free features,"{'id': 10916077, 'body': ""Hi there, thank you for reaching out to us!\nI wanted to share all the functionality we've built into the app that is 100% free forever:\n\nWrite and log an unlimited number of workouts.\nCustom workout builder and save up to five workouts to your personal library.\nQuick Log.\nProfile to show distance swum.\nEarn achievements based on distance and number of workouts logged.\nGlobal community of fellow swimmers.\nAdditionally we publish a workout of the week almost every single week with a detailed analysis and explanation of the workout structure. This content and all our videos are on our blog and social media. \n\nIf you are having issues viewing the workouts that you logged, can you please message us at support@myswimpro.com so we can take a look at what is going on for you?\n\n"", 'modified': '2019-09-26T19:21:45Z'}",AppStore
263,2017-12-12 02:25:37,I was so excited to get the app and my new waterproof case from catalyst... well it won’t even let me start the workout and displays a warning... okay I have a waterproof case I’m not stupid... but the app doesn’t work!!! Really????,2,False,Jonathan Mueller,Doesn’t work with series 1 and waterproof case???,,AppStore
264,2022-07-30 17:09:03,I used to love this app. I don’t know what happened. I took a break from swimming and when I came back it won’t track laps. Twice I hit start and after swimming several laps I looked at my watch and it was as if I never hit start.,1,False,Bat Pod,Won’t track,"{'id': 31366796, 'body': 'Hi there, thank you for taking the time to leave a review! We are disappointed to hear you encountered issues. We have issued an update that fully resolves this. Head to the app store and update the app and everything should work correctly! If you encounter any issues, please reach out to support@myswimpro.com', 'modified': '2022-08-09T14:08:52Z'}",AppStore
265,2021-01-12 02:25:44,"Really great app in theory, but has a lot of bugs. I have some workouts that I started to check the interface out but didn’t actually do, but I can’t seem to delete them???",2,False,wanyuenmei,App doesn’t let me delete workouts,"{'id': 20408113, 'body': 'Hi there, thank you for taking the time to leave a review. We are disappointed you encountered issues while using the app. This issue should now be resolved and allow you to delete your workouts. \n\n Can you please send us a message at support@myswimpro.com?', 'modified': '2021-01-14T17:01:12Z'}",AppStore
266,2018-10-15 01:49:02,What an amazing app to track my swim workouts! Definitely motivates me to do more and keep getting better!,5,False,A-aron H.,Awesome swim app!,"{'id': 5511936, 'body': 'Thanks for the feedback!', 'modified': '2018-10-15T21:28:58Z'}",AppStore
267,2022-05-11 00:45:44,"This has some incredible stuff, and has the potential to be great. The structured workouts with vibration technology are really cool. But the stats and splits are so BAD it’s terrible. If you have a garmin and the stats are deal breaker for you….DO NOT BUY.",2,False,bill988684,Good but bad,"{'id': 29711789, 'body': 'Thank you for taking the time time to leave us a review. We are disappointed to hear you are encountering issues with your split time recordings. Can you please send us a message at support@myswimpro.com so we can see what is going on and help get it resolved?', 'modified': '2022-05-12T18:28:06Z'}",AppStore
268,2023-06-01 14:31:50,"I already paid the yearly subscription, I hope I won’t get charge 2 times",2,False,lasxard,Not sure it asked me to buy again for the subscription,"{'id': 37007377, 'body': 'Hi there, if you are encountering issues with your subscription please reach out to the team using the in app messenger or support@myswimpro.com\n\n', 'modified': '2023-06-08T15:12:50Z'}",AppStore
269,2022-08-17 17:22:00,"The app used to let you do more with the Free version, but now everything is behind a paywall. You can’t even create a workout without a subscription. Definitely not worth.",1,False,Swammers Unite,Advertisement for Paid version,,AppStore
270,2021-08-01 23:26:48,"Everything you click on brings you to a page to sign-up for “elite” membership (at $180/year!). No information or help is free, just a link back to that page. What a let down!",1,False,jabell99,So annoying!,"{'id': 24408565, 'body': 'Thank you for taking the time to leave us a review. These features are built into the app and are 100% Free Forever: Write and log an unlimited number of workouts. Load an unlimited number of Custom workouts to a compatible smartwatch. Sometimes you just want to log how far you swam and don’t have the time to put in the sets you did. For that, we have Quick Log! Custom workout builder and save up to three workouts to your personal library. Profile to show distance swum. Profile to show workouts logged Monthly challenges! Earn achievements based on distance and number of workouts logged. Global community of fellow swimmers. Inspiring stories delivered to your inbox every week Daily workout ideas, tips, and technique videos available on our blog and social media.', 'modified': '2021-08-09T19:07:59Z'}",AppStore
271,2022-07-20 21:09:30,Easiest way to keep up with laps and stats One found yet. SO SIMPLE to use and follow!,5,False,Alexis Angle,Best App for Swimmers,,AppStore
272,2022-10-12 03:15:22,The app is wonderful if you’re willing to dish out about 200 bucks a year. That’s more than my gym membership.. it’s unfortunate that there is no middle ground. Like a low rate to create your own workouts. Its free or $200 bucks. Where’s the middle ground?,1,False,Zachary Barber,Greedy Subscription Rate,,AppStore
273,2021-12-12 23:33:51,I just know this app is amazing and that if it does work it would be fantastic. The problem is that it doesnt. I cant seem to open any of the training plans. Hopefully they fix this so I can give it a 4-5 star.,1,False,shat12345,I know this app is great but…,"{'id': 26832940, 'body': 'Hi there, we are disappointed to hear that you are encountering issues opening the training plans! Can you please send us a message at support@myswimpro.com so we can look into the issue you are encountering?', 'modified': '2021-12-14T18:00:05Z'}",AppStore
274,2018-07-25 16:01:22,"Often buggy: delayed logging, missed logging after start, eyc. Can't rely on it to Just Work. Strong customer service but need to focus more on the app testing and reliability.",2,False,karinredbaron,iOS version seems buggy,"{'id': 4563696, 'body': 'Thanks for the feedback karinredbaron - we are working on improving reliability.', 'modified': '2018-08-07T18:02:44Z'}",AppStore
275,2022-09-02 20:34:26,"This continued bothering of swimmers trying to get them to use the paid tier is super annoying. Then the main guy giving people swim advice: talk about creepy using competitive swimmers footage to
tout his swim knowledge. The whole vibe from this company shouts rip off",1,False,Henry James 3.,Terrible company,,AppStore
276,2023-12-08 13:38:31,"Onboarding terminated at the selection of my weight. I am setting 70 kilos, then when trying to go next it changes it to 48 or 400. Also about the preferred distance - yards? Only two countries in the world use yards (even UK is not using it so often)",1,False,Flipppperrr,👎🏽,"{'id': 40645333, 'body': 'Thank you for taking the time to leave a review.\nThe initial distance is just your comfortable swimming distance. Once further in, you can set the your preferred metric to be meters. \n\nIn regards to the weight, the team is aware of this issue and working to resolve it! In the meantime, the app will use the setting set from your apple health instead. ', 'modified': '2023-12-12T19:35:27Z'}",AppStore
