,review,rating,title,keywords_by_method1,keywords_by_method2
173,I love the app but have to print out workouts to use with my garmin because when I use the watch to train it adds hundreds of yards to my swim. The workouts are great but hope the bug gets fixed.,5,Love the app,"['love the app', 'watch to train', 'train it adds', 'adds hundreds', 'hundreds of yards', 'print out workouts', 'swim', 'bug gets fixed', 'workouts', 'love']","['use garmin', 'use watch', 'garmin use', 'app', 'love app', 'garmin', 'print workouts', 'workouts use', 'app print', 'bug']"
174,"I spent over 10 minutes filling out all of the information just to come to the screen where you have to actually make a purchase. That is horrible practice for any company that is on the App Store. It should be way more obvious.  

Shame on you and your company. I was really looking forward to this app but I’m not even going to bother. I will find something else.

Boooooooo 👎🏼👎🏼👎🏼",1,Hidden fees!!!,"['minutes filling', 'make a purchase', 'App Store', 'minutes', 'purchase', 'spent', 'filling', 'information', 'screen', 'make']","['app store', 'company app', 'app', 'make purchase', 'app going', 'purchase horrible', 'forward app', 'store way', 'purchase', 'company really']"
175,"I downloaded this app so that I could find a good swim set for a few beginner swimmers to swim in order to prepare for being at sea for a week. I was instantly disappointed to find that the only way to use both the pre-made sets and the monthly plans was to pay $180 bucks a year to use the apps premium function, which is outrageous for the quality of the product you get. Very disappointed!",1,Awful App!  Not what is advertised!,"['good swim set', 'good swim', 'beginner swimmers', 'order to prepare', 'swim set', 'apps premium function', 'swimmers to swim', 'swim in order', 'swim', 'downloaded this app']","['apps premium', 'monthly plans', 'plans pay', 'swim set', 'sets monthly', 'premium function', 'premium', 'apps', 'use apps', 'app']"
176,"I thought there would be short videos and information for all levels of swimmers. Instead, there’s videos that you can’t watch unless you have a subscription, and short articles that take you to their website. This app is useless unless you pay to upgrade it by subscription.",1,Nothing available,"['levels of swimmers', 'short videos', 'videos and information', 'swimmers', 'short', 'videos', 'short articles', 'subscription', 'thought', 'information']","['app useless', 'levels swimmers', 'swimmers', 'swimmers instead', 'app', 'videos watch', 'website app', 'short videos', 'subscription', 'videos information']"
177,"Way too expensive. The free version is so limited it nearly worthless. Need a $5 one time purchase version with ability to create more than 5 workouts. I found the training plans did not fit my pace so I had to modify all of them, eliminating the time savings of not having to enter it myself. 

Also, it seems to monitor my yards accurately in a 25 yard pool but is way off in a 50m pool (as much as 500 yards in a 2,000m workout)",1,$100 per year!,"['expensive', 'version', 'workouts', 'workout', 'time', 'pool', 'free version', 'yards', 'worthless', 'time purchase version']","['free version', 'expensive free', 'way expensive', 'expensive', 'training plans', 'create workouts', 'purchase version', 'monitor yards', 'yard pool', 'nearly worthless']"
178,"I downloaded this app as a never before swimmer to see how it worked. I am familiar with auto renew for apps. However, this app auto renews without “warning your free trial is up” alert that I have always gotten with other apps.   I had planned to pay for a month once the period was up to see if
I found the app useful. However, the app auto renewed for a full year, and my requests to auto renew at a monthly rate was denied.",1,Beware of auto renew.,"['auto', 'app', 'auto renew', 'app auto', 'app auto renews', 'worked', 'renew', 'downloaded', 'swimmer', 'apps']","['auto renews', 'auto renewed', 'auto renew', 'renew apps', 'renew monthly', 'renews warning', 'app auto', 'renews', 'downloaded app', 'renew']"
179,"I have accessibility issues, and swimming is one place where I don’t feel handicapped. This app changed that for the worst. If you have problems with small movements or joint issues in your hands, I advise choosing another app. I couldn’t shut it off when my swim was done. Even after drying off and physically taking the watch off, I had to remove the app from my phone to turn stop my workout!",1,Not Accessible!,"['n’t feel handicapped', 'feel handicapped', 'accessibility issues', 'n’t feel', 'handicapped', 'app', 'accessibility', 'swimming', 'place', 'feel']","['issues swimming', 'handicapped app', 'accessibility', 'accessibility issues', 'swimming', 'swim', 'swim drying', 'choosing app', 'watch remove', 'feel handicapped']"
180,Great App. I synch it up with my Apple Watch and it delivers my workout set by set. There is always a workout of the day (WOD) and if that does not work for you there are plenty of others to choose from. Upgraded to Elite after a month of using the free App. Worth every penny!,4,Best swimming app,"['Great App', 'Apple Watch', 'App', 'Great', 'free App', 'WOD', 'Apple', 'Watch', 'set', 'Upgraded to Elite']","['workout set', 'set workout', 'apple watch', 'great app', 'watch delivers', 'app worth', 'workout day', 'app', 'delivers workout', 'app synch']"
181,I enjoy learning all the new techniques to swim longer and stronger. I am a long time swimmer but have gotten away from it for years. Enjoy the community here within the swim pro app.,5,Swimmer,"['longer and stronger', 'enjoy learning', 'swim longer', 'stronger', 'long time swimmer', 'learning', 'techniques', 'longer', 'techniques to swim', 'enjoy']","['swim pro', 'techniques swim', 'swim longer', 'time swimmer', 'community swim', 'swim', 'swimmer', 'enjoy learning', 'swimmer gotten', 'learning new']"
182,It seems like a really good app for either open water workouts or pool workouts but whenever I tried to find a workout that was right for me it was locked and told me I had to upgrade. I would be OK with paying $5 a month but the subscription was $12 a month!!! Personally I thought it was not worth it and there are plenty of cheaper alternatives.,1,Expensive,"['open water workouts', 'good app', 'open water', 'locked and told', 'water workouts', 'pool workouts', 'workouts', 'workouts or pool', 'find a workout', 'upgrade']","['month subscription', 'good app', 'subscription', 'workouts pool', 'subscription 12', 'app', 'paying month', 'pool workouts', 'water workouts', 'workout']"
183,"When you pause the workout on the Apple Watch, it won’t resume no matter what buttons I try. I have to end my workout and restart, which makes it difficult to accurately track",4,Great app; One problem,"['Apple Watch', 'n’t resume', 'resume no matter', 'matter what buttons', 'Watch', 'Apple', 'workout', 'pause the workout', 'pause', 'n’t']","['pause workout', 'workout restart', 'apple watch', 'end workout', 'pause', 'workout apple', 'restart', 'won resume', 'try end', 'workout']"
184,"I really like the new format. The workouts are great and I like how you can adjust distances, times, number of reps, and save the workouts. It is much more functional.",5,New Format,"['format', 'number of reps', 'adjust distances', 'workouts', 'times', 'save the workouts', 'distances', 'number', 'reps', 'functional']","['format workouts', 'new format', 'save workouts', 'workouts functional', 'format', 'workouts great', 'like new', 'new', 'workouts', 'number reps']"
185,"Great app, except you have to pay for all the workouts and whenever I go to the community page it bugs out and sends me to the home page",4,Good app,"['Great app', 'community page', 'home page', 'page it bugs', 'page', 'Great', 'app', 'pay', 'workouts', 'community']","['workouts community', 'great app', 'app pay', 'app', 'pay workouts', 'community page', 'home page', 'community', 'workouts', 'bugs sends']"
186,Integrated well with Strava on Apple Watch 4. It’s the only solution I could find for that purpose. Also recorded very accurately and the staff were helpful as I tried to configure things.,5,Works with Strava and Apple Watch 4,"['Apple Watch', 'Strava on Apple', 'Watch', 'Strava', 'Apple', 'Integrated', 'configure things', 'purpose', 'things', 'solution']","['watch solution', 'apple watch', 'integrated strava', 'strava', 'recorded accurately', 'strava apple', 'purpose recorded', 'watch', 'recorded', 'accurately staff']"
187,Not sure how I lived without MSP. I feel like I have my own personal coach. Workouts are great and engaging. Videos are helpful for someone like me. Love my swim log!!! Highly recommend to all my fishy friends.,5,No more guessing how long a lap takes :),"['lived without MSP', 'MSP', 'personal coach', 'lived', 'Workouts are great', 'great and engaging', 'coach', 'Videos are helpful', 'Workouts', 'engaging']","['msp', 'msp feel', 'lived msp', 'coach workouts', 'swim log', 'personal coach', 'love swim', 'workouts great', 'videos helpful', 'swim']"
188,"This app is really helpful, whether I want a structured workout or just want it to log my swim in the pool. The information it provides after a swim is really great.",5,So helpful!,"['structured workout', 'helpful', 'pool', 'swim', 'app', 'structured', 'workout', 'log', 'log my swim', 'great']","['app', 'app really', 'log swim', 'pool information', 'provides swim', 'swim pool', 'structured workout', 'swim', 'workout', 'workout just']"
189,"The actual app is good enough, but as of now, it looks like the technique videos aren’t loading on iOS. This is a shame, because those instructional videos are the primary reason I bought a membership. Hope this gets fixed soon before I cancel the free trial.",2,Needs an update,"['loading on iOS', 'actual app', 'app is good', 'n’t loading', 'technique videos', 'videos are n’t', 'instructional videos', 'iOS', 'videos', 'bought a membership']","['technique videos', 'app good', 'ios shame', 'instructional videos', 'actual app', 'ios', 'app', 'loading ios', 'free trial', 'videos']"
190,I have tried many trackers and swim focused plans. This is the best by far to keep you disciplined and help follow very well thought out work out plans .,5,The best app to get you to the next level,"['swim focused plans', 'trackers and swim', 'swim focused', 'focused plans', 'plans', 'trackers', 'swim', 'focused', 'work out plans', 'thought out work']","['swim focused', 'trackers swim', 'tried trackers', 'focused plans', 'trackers', 'follow', 'swim', 'help follow', 'follow thought', 'work plans']"
191,"So inconvenient when you want to be accurate on your activity tracker, when I saved the workout to upload it to my Apple Watch, automatically recorded as if already done it, and I didn’t! Now my activity for the day recorded the workout without swimming! The worst part is that I can’t erase it ones it’s done.",2,Register in iWatch activity without workout,"['Apple Watch', 'activity tracker', 'automatically recorded', 'saved the workout', 'Watch', 'Apple', 'workout to upload', 'workout', 'tracker', 'automatically']","['recorded workout', 'automatically recorded', 'tracker saved', 'activity tracker', 'recorded didn', 'accurate activity', 'saved workout', 'workout upload', 'apple watch', 'day recorded']"
192,"Pretty good at tracking my workouts, however I get tons of notifications for workouts that are completed by people I don’t know and I don’t follow. There doesn’t seem to be a way to turn those notifications off.",3,Problem with notifications.,"['Pretty good', 'good at tracking', 'completed by people', 'n’t follow', 'tracking my workouts', 'workouts', 'n’t', 'Pretty', 'follow', 'tons of notifications']","['notifications workouts', 'tracking workouts', 'turn notifications', 'workouts completed', 'tons notifications', 'notifications', 'workouts', 'don follow', 'tracking', 'follow']"
193,"I used this to basically relearn to swim as an adult and it’s turned me into a consistent lap swimmer. I can’t recommend it enough, especially now they dry and wet programs are integrated.",5,It’s great,"['consistent lap swimmer', 'lap swimmer', 'basically relearn', 'relearn to swim', 'consistent lap', 'swimmer', 'programs are integrated', 'basically', 'relearn', 'swim']","['relearn swim', 'swimmer recommend', 'swim adult', 'lap swimmer', 'swim', 'swimmer', 'basically relearn', 'wet programs', 'consistent lap', 'relearn']"
194,Love this app.  Worth the money. I download workouts to my Garmin and do whatever it says. Improved my fitness and helped me when doctors told me to swim more and run less.,5,Makes swimming fun and challenging,"['Love this app', 'Worth the money', 'Love', 'app', 'Garmin', 'Worth', 'money', 'Improved my fitness', 'download workouts', 'Improved']","['workouts garmin', 'app worth', 'download workouts', 'app', 'garmin', 'garmin says', 'love app', 'fitness', 'swim run', 'improved fitness']"
195,"I like the app very much. I was having trouble opening the app on my Apple Watch. I  emailed the support team and received a quick response and a fix. 
Thank you!!!",5,Excellent support!! Excellent app!!!,"['Apple Watch', 'app', 'opening the app', 'Watch', 'Apple', 'trouble opening', 'fix', 'trouble', 'opening', 'emailed the support']","['app apple', 'apple watch', 'app', 'like app', 'app having', 'opening app', 'watch emailed', 'trouble opening', 'emailed support', 'fix thank']"
196,Hi swim pro I really like swim pro because I love swimming and I have been swimming since I was 1 years of old and so me day I want to work with dolphins and swim with them           Sincerely Rebekah,5,Why I like swim pro,"['Sincerely Rebekah', 'swim pro', 'work with dolphins', 'love swimming', 'swim', 'Rebekah', 'dolphins and swim', 'pro', 'Sincerely', 'swimming']","['swim pro', 'work dolphins', 'dolphins swim', 'love swimming', 'hi swim', 'dolphins', 'swim sincerely', 'swimming swimming', 'pro', 'swim']"
197,It was alright until this update.  It has crashed 3 times in 2 days in the middle of my workouts.  It’s frustrating when you are 75% done with your workout and it stops and erases your progress.  I think I’ll just go back to doing it old school.  At least laminated paper doesn’t crash.,1,Keeps crashing,"['update', 'alright', 'erases your progress', 'stops and erases', 'crashed', 'times', 'days', 'n’t crash', 'middle', 'workouts']","['doesn crash', 'crashed times', 'update crashed', 'crashed', 'workout stops', 'workouts frustrating', 'crash', 'laminated paper', 'stops erases', 'paper doesn']"
198,"I understand subscribing for personalized and updated content, but now My Swim Pro won’t even let you create your OWN workout without paying $30 per month. I’d be willing to buy the base level app (manually create and log workouts). The free version isn’t even as good the native Workouts app for Apple Watch!",1,Demands Subscription for Anything Useful,"['Swim Pro', 'updated content', 'understand subscribing', 'subscribing for personalized', 'personalized and updated', 'Pro wo n’t', 'Swim', 'Pro', 'Apple Watch', 'content']","['workouts app', 'workouts free', 'swim pro', 'workout paying', 'create workout', 'subscribing personalized', 'log workouts', 'apple watch', 'understand subscribing', 'native workouts']"
199,"This app did not work well.  I have an iphone 7+ and tried using it this morning.  After my swim, i saved my workout on my watch only because my phone was not nearby.  Two hours later, i cant find the workout, nor can i upload it to the app on my phone.  This app is not so refined, nor is it intuitive.  Hopefully a developer comes up with abetter one.",1,Doesnt work,"['app', 'work', 'phone', 'workout', 'iphone', 'morning', 'swim', 'nearby', 'saved', 'watch']","['workout watch', 'watch phone', 'work iphone', 'phone app', 'workout upload', 'app phone', 'iphone', 'app', 'app did', 'upload app']"
200,"I’ve updated my review, the developers worked to figure out what was causing the iWatch app to crash during my swim, and suggested a temp fix I could use until the update js published.  Great team, functional app, likes this.",4,Great idea,"['updated my review', 'update js published', '’ve updated', 'developers worked', 'worked to figure', 'causing the iWatch', 'suggested a temp', 'temp fix', 'iWatch app', 'Great team']","['iwatch app', 'causing iwatch', 'iwatch', 'updated review', 'swim suggested', 'review developers', 'review', 'crash swim', 'app', 'app likes']"
201,Loved using the app to track practices and it showed my progress throughout the season! Every swimmer should have this app,5,Definitely Recommend,"['track practices', 'showed my progress', 'Loved', 'season', 'app', 'track', 'practices', 'showed', 'progress', 'app to track']","['swimmer app', 'app track', 'app', 'using app', 'season swimmer', 'swimmer', 'track practices', 'loved using', 'progress season', 'track']"
202,It is rare to see an app where tech support responds to users directly. The latest updates are awesome and super user friendly.,5,Terrific support,"['tech support responds', 'app where tech', 'tech support', 'support responds', 'users directly', 'directly', 'super user friendly', 'user friendly', 'responds to users', 'rare']","['updates awesome', 'latest updates', 'support responds', 'updates', 'app tech', 'tech support', 'app', 'responds users', 'support', 'user friendly']"
203,There’s simply nothing like it. I started using it early 2020 and it is truly a powerful tool for swimmers. Allows me to follow a plan with real time motivation and accountability. Real fun and well done.,5,The best swimming app in the market,"['simply', 'tool for swimmers', 'powerful tool', 'real', 'motivation and accountability', 'early', 'swimmers', 'accountability', 'started', 'powerful']","['swimmers allows', 'tool swimmers', 'swimmers', 'follow plan', 'started using', 'time motivation', 'powerful tool', 'follow', 'allows follow', 'motivation']"
204,"The entire app is a subscription you have to pay for. Dont you guys think you should have a hand full of workouts that are free so the user can determine if they like it or not?

I cant give the app a chance and i’m obviously not paying $20 for something I dont know if I want. I genuinely don’t get how this became so famous",2,I don’t get it...,"['entire app', 'entire', 'subscription', 'pay', 'app', 'hand full', 'full of workouts', 'user can determine', 'Dont', 'Dont you guys']","['app subscription', 'workouts free', 'subscription', 'subscription pay', 'like app', 'app', 'app chance', 'entire app', 'free', 'free user']"
205,I really like what this app has the possibility of doing but unfortunately it’s not there yet. Still has problems stopping app on Apple Watch and doesn’t accurately calculate distance in open swims. Really difficult to stop app and close so information is sent to exercise app.,3,Open swim!,"['Apple Watch', 'app', 'n’t accurately calculate', 'accurately calculate distance', 'problems stopping app', 'possibility', 'open swims', 'Apple', 'Watch', 'problems stopping']","['exercise app', 'app possibility', 'apple watch', 'app apple', 'app', 'like app', 'watch doesn', 'app close', 'stop app', 'open swims']"
206,Loved the stats and the workouts available but has anyone else had an issue of the app not being able to close? When I was done swimming I went to hit finish and it wouldn’t let me. Ended up closing it out but it would keep reopening. Had to delete it eventually just so the app would stop.,2,Seemed alright,"['Loved the stats', 'Loved', 'close', 'stats', 'workouts', 'issue', 'app', 'hit finish', 'Ended up closing', 'app would stop']","['app stop', 'issue app', 'ended closing', 'app', 'just app', 'app able', 'workouts available', 'closing', 'swimming went', 'able close']"
207,All it does is provide an ad for the subscription services the offer. Click on anything within the app and you get an ad to upgrade to Pro. The worst kind of app there is. Extremely annoying and there is no option to turn it off. Yet it’s the only swim tracker that the Apple Watch supports.,1,Terrible App,"['services the offer', 'subscription services', 'upgrade to Pro', 'Apple Watch supports', 'offer', 'Apple Watch', 'provide', 'subscription', 'services', 'Pro']","['watch supports', 'apple watch', 'swim tracker', 'tracker apple', 'app ad', 'app', 'upgrade pro', 'ad subscription', 'app extremely', 'pro']"
208,"I use this app to help me count my calories, distance and my exercise as I swim! It helps me when other apps cannot!",5,I use this app for…,"['count my calories', 'calories', 'distance', 'swim', 'count', 'exercise', 'app', 'apps']","['app help', 'use app', 'count calories', 'app', 'helps apps', 'apps', 'calories distance', 'exercise swim', 'exercise', 'use']"
209,"You no longer get basic stats like heart rate without paying a hefty subscription. Might be worth paying for if you’re a competitive swimmer but if you’re just using it to exercise, to lose weight, it’s just too much. I already have subscription fatigue. This is just too much.",1,Basic features need subscription,"['longer get basic', 'basic stats', 'stats like heart', 'heart rate', 'hefty subscription', 'paying', 'rate without paying', 'paying a hefty', 'longer', 'basic']","['subscription worth', 'subscription fatigue', 'just subscription', 'hefty subscription', 'subscription', 'heart rate', 'using exercise', 'worth paying', 'stats like', 'exercise']"
210,"MySwimPro has helped me gain a significant insight into my swimming! A great swim tracking app that can be used by all swimmers. Using this app, I got great workouts daily to improve my speed in all four strokes!",5,The best app for swimmers!,"['MySwimPro has helped', 'helped me gain', 'gain a significant', 'significant insight', 'MySwimPro', 'swimming', 'helped', 'gain', 'significant', 'insight']","['myswimpro', 'swim tracking', 'tracking app', 'myswimpro helped', 'swimmers using', 'used swimmers', 'app used', 'insight swimming', 'swimmers', 'app']"
211,So I have been using this terrible app for the past year. It is basically worthless. I used to pretend that the logged swims were accurate because I was so ready to support this app.  After a year of completely inaccurate results  with no improvement I’ve decided that this review was necessary.  I’m very critical because I am software rengineer and I wold be ashamed to release such a piece of garbage.,1,Worst app ever,"['terrible app', 'past year', 'basically worthless', 'terrible', 'past', 'app', 'year', 'logged swims', 'swims were accurate', 'ready to support']","['swims accurate', 'logged swims', 'terrible app', 'swims', 'inaccurate results', 'app', 'inaccurate', 'app past', 'completely inaccurate', 'app year']"
212,Unless you pay for the subscription which I can’t afford as it’s way to pricy you can’t do anything in the app. There are claims you get 5 workouts but every workout is locked it’s a huge scam. I don’t care how helpful it could be putting everything behind a paywall despite what is promised in the free use of the app is a scam.,1,Not useful,"['n’t afford', 'n’t', 'scam', 'app', 'huge scam', 'pay', 'subscription', 'afford', 'pricy', 'n’t care']","['claims workouts', 'workout locked', 'use app', 'workouts workout', 'workout', 'pricy app', 'app', 'workouts', 'subscription', 'pay subscription']"
213,"I’d try it again but 15$ a month!?
Hopefully, Apple will further develop their own app.",5,Was initially excited but crashed far too often,"['month', 'Apple', 'app', 'develop']","['app', 'apple develop', 'develop app', 'hopefully apple', 'apple', '15 month', 'month', 'month hopefully', '15', 'try 15']"
214,"The app is a pretty good coach, but in terms of tracking swimming when paired with a Fitbit Versa and an iPhone 8.... it’s garbage.

Don’t bother.

Even tried the advanced “up-sell”, still nothing.
———-
Update: Based on Reading over reviews, it seems like this company is more interested in appearing helpful than actually making a product that functions properly.

Do you know how much money and employees they must dedicate to troubleshoooting? Have you ever seen another review where the developer has tried so hard (with robot responses) to seem like they care.

It all makes sense.

Garbage app that should be removed from the APP store!",1,Does not work,"['Fitbit Versa', 'pretty good coach', 'good coach', 'pretty good', 'terms of tracking', 'tracking swimming', 'swimming when paired', 'Fitbit', 'Versa', 'coach']","['fitbit', 'fitbit versa', 'tracking swimming', 'paired fitbit', 'garbage app', 'app', 'swimming paired', 'app removed', 'removed app', 'versa iphone']"
215,This is a great app- as a long distance open water swimmer the workout and dry land have been instrumental in directing and planning my workouts. Very worthwhile.,5,Awesome App,"['long distance open', 'distance open water', 'open water swimmer', 'great app', 'long distance', 'distance open', 'open water', 'water swimmer', 'dry land', 'instrumental in directing']","['great app', 'swimmer workout', 'app', 'planning workouts', 'water swimmer', 'workout dry', 'workouts worthwhile', 'app long', 'workout', 'swimmer']"
216,"I really want to like it but the constant pop ups about buying a $170 annual subscription are a nuisance. 

In addition the program is slow to respond and the screen freezes up.",2,Has potential || too many bugs,"['constant pop ups', 'annual subscription', 'constant pop', 'pop ups', 'ups about buying', 'annual', 'nuisance', 'constant', 'pop', 'ups']","['subscription nuisance', 'annual subscription', 'subscription', 'pop ups', 'program slow', 'program', 'addition program', '170 annual', 'freezes', 'respond screen']"
217,"This guy videos are great and it seems like the app has a lot to offer, but the free version has nothing of it! 

Nothing at all! There’s a free trail but that’s not good enough as you have to add your credit card info…

The yearly price is very overpriced, there should be a single payment that unlocks the app not a subscription!! Ripp off!",1,Nothing good in free version,"['lot to offer', 'guy videos', 'videos are great', 'free version', 'offer', 'app', 'guy', 'videos', 'great', 'lot']","['version free', 'app subscription', 'free version', 'app', 'free', 'like app', 'subscription', 'free trail', 'subscription ripp', 'app lot']"
218,"If your subscription expires, all data you paid for previous period is also hidden immediately. 
So, even no history for you if do not continue to pay.",2,Data taken away,"['subscription expires', 'hidden immediately', 'data you paid', 'paid for previous', 'previous period', 'expires', 'immediately', 'continue to pay', 'subscription', 'data']","['subscription expires', 'expires data', 'subscription', 'history continue', 'paid previous', 'expires', 'data paid', 'previous period', 'continue pay', 'immediately history']"
219,"Does not load work-outs. Repeated crashes (despite of the app being deleted and then reinstalled). I definitely would NOT recommend this app, and more importantly I would not pay a cent for this piece of garbage! Anyone who makes the mistake of buying this scam app exposes themselves to being ripped off like I was.",1,Worthless App,"['load work-outs', 'work-outs', 'Repeated crashes', 'app', 'load', 'Repeated', 'crashes', 'reinstalled', 'piece of garbage', 'garbage']","['does load', 'scam app', 'despite app', 'app', 'load work', 'work outs', 'crashes', 'recommend app', 'reinstalled definitely', 'crashes despite']"
220,Great swim workouts and great tracking. MySwimPro would be outstanding if it included a web-based interface that allowed users to use all of its features on a larger format.,4,"Love all of it, but ...","['Great swim workouts', 'great tracking', 'swim workouts', 'Great swim', 'tracking', 'Great', 'workouts and great', 'swim', 'workouts', 'larger format']","['myswimpro outstanding', 'myswimpro', 'tracking myswimpro', 'swim workouts', 'great swim', 'web based', 'swim', 'features', 'included web', 'interface']"
221,Workouts won’t load. Sent an email they were able to add it for me. I was grinding for two weeks really enjoying it. Now I open up the app to find it added a different program and erased all the numbers and times I’ve added. 🤷🏽‍♂️ found a different workout app with no bugs  save your self the headache,1,Workouts don’t load,"['n’t load', 'load', 'n’t', 'Workouts wo n’t', 'app', 'added', 'email', 'add', 'weeks really enjoying', 'found']","['workout app', 'workouts won', 'different workout', 'app bugs', 'workout', 'workouts', 'program erased', 'app', 'app added', 'grinding weeks']"
222,"I am a 10 year old swimmer and Im not too sure about how to use it but just seeing a swimming app brightens up my day,(I also have a swim meet on March 13 so good luck to me).",5,Awesome,"['swimming app brightens', 'meet on March', 'year old swimmer', 'swimming app', 'app brightens', 'swim meet', 'good luck', 'March', 'year', 'day']","['swimming app', 'swim meet', 'day swim', 'swim', 'swimming', 'seeing swimming', 'old swimmer', 'swimmer im', 'swimmer', 'app']"
223,"Since the most recent update the heart rate data from my workouts no longer syncs to strava. Please fix, thanks. Otherwise great app!",4,Strava sync messed up in recent update,"['heart rate data', 'syncs to strava', 'recent update', 'update the heart', 'heart rate', 'rate data', 'workouts no longer', 'longer syncs', 'strava', 'recent']","['syncs strava', 'strava fix', 'strava', 'update heart', 'heart rate', 'syncs', 'longer syncs', 'workouts longer', 'great app', 'data workouts']"
224,I like having my workout on my watch,5,Fantastic for swim tracking,"['watch', 'workout']","['workout watch', 'having workout', 'workout', 'watch', 'like', 'like having', 'having']"
225,They’ve been trying to charge my card for two weeks now after I’ve cancelled everything and contacted them to ask them to stop running the card. I have no current subscriptions but they don’t seem to care. They just want money.,1,Money hungry,"['stop running', '’ve cancelled', 'charge my card', 'running the card', '’ve', 'card', 'charge', 'weeks', 'cancelled', 'contacted']","['charge card', 'current subscriptions', 'subscriptions don', 'subscriptions', 'trying charge', 've cancelled', 'charge', 'cancelled', 'card current', 'card']"
226,"It’s an amazing app, I started using this app 3 weeks ago and every time I open it I feel so motivated",5,Highly recommended,"['weeks ago', 'feel so motivated', 'amazing app', 'time I open', 'app', 'weeks', 'motivated', 'amazing', 'started', 'ago']","['amazing app', 'app weeks', 'app', 'app started', 'feel motivated', 'using app', 'started using', 'motivated', 'started', 'weeks']"
227,"Not only it measured laps in my watch while I wasn't even moving (!), it completely drained my Apple Watch faster then anything I ever saw, and now my watch won't even start (green snake of death)!

I hope this app will be removed from the App Store till those problems that can really harm your watch be fixed!",1,I hope I never saw this app or installed it,"['Apple Watch faster', 'drained my Apple', 'green snake', 'snake of death', 'Apple Watch', 'measured laps', 'completely drained', 'App Store till', 'Watch faster', 'watch']","['apple watch', 'harm watch', 'watch fixed', 'laps watch', 'app removed', 'removed app', 'app', 'saw watch', 'measured laps', 'hope app']"
228,If everything did not cost something then this app would probably be awesome. But unless you pay you don’t have access to anything. I’ve been a swimmer for who knows how long and I would rather just watch a video on line than get this.,2,Too pricy,"['awesome', 'cost', 'app', 'n’t have access', 'pay', 'n’t', 'access', 'watch a video', 'video on line', '’ve']","['cost app', 'app', 'swimmer knows', 'swimmer', 'app probably', 've swimmer', 'cost', 'watch video', 'did cost', 'video']"
229,I love the app but would really like to see a taper function that can be utilized for competitions.,5,Needs one more thing,"['utilized for competitions', 'love the app', 'taper function', 'competitions', 'love', 'app', 'taper', 'function', 'utilized']","['taper', 'like taper', 'taper function', 'app really', 'app', 'love app', 'utilized competitions', 'competitions', 'function', 'function utilized']"
230,Still using and loving the app! Love the updates and new features. Thank you guys for the best swim app ever!,5,Update,"['loving', 'loving the app', 'Love the updates', 'app', 'swim app', 'Love', 'features', 'updates', 'guys', 'swim']","['swim app', 'loving app', 'app love', 'app', 'best swim', 'love updates', 'new features', 'swim', 'features thank', 'updates new']"
231,App has great potential only if you’re willing to pay $30 per month.  I’m not planning on being an Olympian so I find it hard to justify. I’ll use the $30 to buy 7-8 gallons of gas each month.,2,Just enough to lure you,"['App has great', 'great potential', 'App', 'pay', 'month', 'hard to justify', 'great', 'potential', '’re', 'Olympian']","['app', 'app great', 'gas month', 'planning olympian', 'buy gallons', 'gallons gas', 'month planning', '30 month', 'pay 30', 'use']"
232,I love this app. I use it primarily to log my time & distance each morning. I gives me fun milestones as I go greater distances.,5,Great swim tracker,"['love this app', 'app', 'log my time', 'love', 'primarily to log', 'greater distances', 'distance each morning', 'time', 'morning', 'fun milestones']","['app use', 'app', 'love app', 'log time', 'time distance', 'fun milestones', 'log', 'distance morning', 'use', 'milestones']"
233,Best swim app hands down. Most detailed and most immediate support for any level.,5,Look no more,"['swim app hands', 'swim app', 'app hands', 'swim', 'app', 'hands', 'level', 'detailed', 'support']","['swim app', 'best swim', 'swim', 'app', 'app hands', 'support', 'immediate support', 'best', 'support level', 'level']"
234,"I subscribed for a full year at their outrageous rate, but found the app nearly featureless for my open water swimming. As I look around the app, nothing here justifies a $4.99/week price. Zilch! Absurd pricing.

Once I found the swim dot com app I loaded that on to my Apple Watch and never looked backz",1,Not worth it at a third the cost,"['open water swimming', 'outrageous rate', 'water swimming', 'full year', 'open water', 'app', 'rate', 'swimming', 'week price', 'Apple Watch']","['pricing swim', 'com app', 'rate app', 'swim dot', 'apple watch', 'app nearly', 'app', 'absurd pricing', 'pricing', 'outrageous rate']"
235,"The app is a great concept, but it is extremely buggy and will often delete parts of sets I have made. The subscription is great, but is extremely expensive and you would get more out of a masters or club team. Don’t waste your money.",2,Not worth it,"['delete parts', 'parts of sets', 'great concept', 'extremely buggy', 'extremely expensive', 'concept', 'made', 'extremely', 'great', 'club team']","['app great', 'app', 'subscription great', 'sets subscription', 'subscription', 'masters club', 'sets', 'club team', 'extremely buggy', 'club']"
236,"It won’t open with my Apple Watch.  When i tried to set up an account on my watch , it kept telling me to enter a valid email.  Uh- that was a valid email.  Not worth the hassle. It even tells you open up your app to use with the watch... ya speak work either.  I’ll find something else.",1,Too many issues,"['Apple Watch', 'valid email', 'Apple', 'Watch', 'email', 'n’t open', 'valid', 'n’t', 'open', 'enter a valid']","['apple watch', 'use watch', 'open app', 'account watch', 'open apple', 'app use', 'watch tried', 'app', 'set account', 'open']"
