connect,nutrition,smart,easy,community,analyze,customer,custom,coach,track,video,goggles
,,,,,,,,,"I went to the pool today and planned on using my watch and Swim Pro! Nope, I was greeted with tiny print telling me, nah, this app requires me to get permission! I’m sitting with my legs in the water and ready to start laps and no the app is NOT going to track my laps. And it didn’t. Useless! I paid for an app for swimming and it refused to work. If I can’t use it; what did I pay for? Now it’s my job to figure out how to use this? If the app requires me to figure out how to use it BEFORE I get in the pool it ought to tell me while I have glasses on and not goggles. I’m disappointed and actually angry. I pay to swim and paid for an app. Useless!
I have been to the pool 3 times with this app. Nothing works. Garbage. 
There needs to be instructions on setting it up and using it. Instead, it wants to sell upgrades. I hate it!",,"I went to the pool today and planned on using my watch and Swim Pro! Nope, I was greeted with tiny print telling me, nah, this app requires me to get permission! I’m sitting with my legs in the water and ready to start laps and no the app is NOT going to track my laps. And it didn’t. Useless! I paid for an app for swimming and it refused to work. If I can’t use it; what did I pay for? Now it’s my job to figure out how to use this? If the app requires me to figure out how to use it BEFORE I get in the pool it ought to tell me while I have glasses on and not goggles. I’m disappointed and actually angry. I pay to swim and paid for an app. Useless!
I have been to the pool 3 times with this app. Nothing works. Garbage. 
There needs to be instructions on setting it up and using it. Instead, it wants to sell upgrades. I hate it!"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"This isn’t really a critique it’s more me asking if a feature could be added. I’m currently training my surfing and I need an app that can train my paddling and record distances, etc.. There are surf apps for tracking but those are mostly for surfing not training the paddling endurance. I was wondering if paddling could be added to the type since I’m sure it could be tracked as if it was free styling. Everything about the app would work with it, I’m planning on testing it out with free style stroke and see if it works well. 

Thank you.",,
,,,,,,,,,Getting back in the water after being out for two years because of surgery and Covid. Right now I am using the app as a structured way to stay focused and not get overwhelmed from the thousands of yards to train. So far it has really helped in slowly getting back into the groove of everything. Utilizing The Apple Watch has been a great way to see and track heart rate during the work out as well as yardage and the intervals to stay focused on what’s in front of me and not what’s to come.,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,"When I first download the app they had an update, and none of the tutorials videos works. Upon contacting customer support they were more than helpful and provided working links to all the video within a timely manner. In addition, you can download all the swim workout as a pdf and print it out. However, It a bit of a bum but understandable that the garmin sync for easy workout transfer doesn’t work. However I was surprised they even offered the feature they also have it for Fitbit and Apple Watch.",,,"When I first download the app they had an update, and none of the tutorials videos works. Upon contacting customer support they were more than helpful and provided working links to all the video within a timely manner. In addition, you can download all the swim workout as a pdf and print it out. However, It a bit of a bum but understandable that the garmin sync for easy workout transfer doesn’t work. However I was surprised they even offered the feature they also have it for Fitbit and Apple Watch.","When I first download the app they had an update, and none of the tutorials videos works. Upon contacting customer support they were more than helpful and provided working links to all the video within a timely manner. In addition, you can download all the swim workout as a pdf and print it out. However, It a bit of a bum but understandable that the garmin sync for easy workout transfer doesn’t work. However I was surprised they even offered the feature they also have it for Fitbit and Apple Watch.",,,"When I first download the app they had an update, and none of the tutorials videos works. Upon contacting customer support they were more than helpful and provided working links to all the video within a timely manner. In addition, you can download all the swim workout as a pdf and print it out. However, It a bit of a bum but understandable that the garmin sync for easy workout transfer doesn’t work. However I was surprised they even offered the feature they also have it for Fitbit and Apple Watch.",
,,,,I have been using My Swim Pro for about two months and I am truly amazed at the ability of the app to create bespoke training plans for me.   Time seems to fly by now in the pool.  My technique and fitness are very clearly improving and I am enjoying the global MSP community tremendously.   I have contacted the support team with questions twice and had immediate responses and quick solutions.  This is such an incredible deal for what truly feels like one on one coaching and support.  Thank you SO much My Swim Pro!,,,,I have been using My Swim Pro for about two months and I am truly amazed at the ability of the app to create bespoke training plans for me.   Time seems to fly by now in the pool.  My technique and fitness are very clearly improving and I am enjoying the global MSP community tremendously.   I have contacted the support team with questions twice and had immediate responses and quick solutions.  This is such an incredible deal for what truly feels like one on one coaching and support.  Thank you SO much My Swim Pro!,,,
,,,,,,,"when you open the app, it presents all this cool stuff, like workouts, videos, but absolutely none of it is included in the free version. this is what other reviewers are commenting on, and the developers don’t seem to get that. the effect is that the free version feels like little more than an advertisement for the $30/month paid version.

let’s take the workouts, for example. you can save custom workouts, great! but where are you going to get these custom workouts? for a casual user like me, i can get all kinds of dry land workouts from the nike app—which is genuinely free and excellent. i can get pool workouts on the internet. if this app would include even one beginner and one intermediate app in the free version, it would have some value for casual fitness swimmers. i’d even pay $5/month for a modest selection of workouts and videos. i don’t need coaching support or video feedback. i just want to swim better, not necessarily faster.

tl;dr. this app is only for swimmers who are primarily concerned with lap times and who don’t have a team and are willing to pay for a pretty expensive app.","when you open the app, it presents all this cool stuff, like workouts, videos, but absolutely none of it is included in the free version. this is what other reviewers are commenting on, and the developers don’t seem to get that. the effect is that the free version feels like little more than an advertisement for the $30/month paid version.

let’s take the workouts, for example. you can save custom workouts, great! but where are you going to get these custom workouts? for a casual user like me, i can get all kinds of dry land workouts from the nike app—which is genuinely free and excellent. i can get pool workouts on the internet. if this app would include even one beginner and one intermediate app in the free version, it would have some value for casual fitness swimmers. i’d even pay $5/month for a modest selection of workouts and videos. i don’t need coaching support or video feedback. i just want to swim better, not necessarily faster.

tl;dr. this app is only for swimmers who are primarily concerned with lap times and who don’t have a team and are willing to pay for a pretty expensive app.",,"when you open the app, it presents all this cool stuff, like workouts, videos, but absolutely none of it is included in the free version. this is what other reviewers are commenting on, and the developers don’t seem to get that. the effect is that the free version feels like little more than an advertisement for the $30/month paid version.

let’s take the workouts, for example. you can save custom workouts, great! but where are you going to get these custom workouts? for a casual user like me, i can get all kinds of dry land workouts from the nike app—which is genuinely free and excellent. i can get pool workouts on the internet. if this app would include even one beginner and one intermediate app in the free version, it would have some value for casual fitness swimmers. i’d even pay $5/month for a modest selection of workouts and videos. i don’t need coaching support or video feedback. i just want to swim better, not necessarily faster.

tl;dr. this app is only for swimmers who are primarily concerned with lap times and who don’t have a team and are willing to pay for a pretty expensive app.",
,,,,,,"I’m done with this app. Don’t get me wrong this app is great and I’ve loved using it as I’ve gotten back into swimming. However somehow I got logged out of my account and couldn’t remember the password I used when I first set up the app. I’ve requested several password resets over the course of a week and have not received one in my inbox, spam, or junk folders. I’ve reached out to MySwimPro through their support site and social media and have heard nothing. From this experience it’s evident to me that this team could care less about their customers and is more concerned with getting your money and funding than helping current users with issues. Oh well at least I can save $100 a year now when I cancel my subscription because I can’t even use the app anymore.","I’m done with this app. Don’t get me wrong this app is great and I’ve loved using it as I’ve gotten back into swimming. However somehow I got logged out of my account and couldn’t remember the password I used when I first set up the app. I’ve requested several password resets over the course of a week and have not received one in my inbox, spam, or junk folders. I’ve reached out to MySwimPro through their support site and social media and have heard nothing. From this experience it’s evident to me that this team could care less about their customers and is more concerned with getting your money and funding than helping current users with issues. Oh well at least I can save $100 a year now when I cancel my subscription because I can’t even use the app anymore.",,,,
,,,,,,,,"I’ve been using the app for over two years and love the app, the coaching, and the people behind the app. I have dropped significant time across all strokes and with that confidence I’ve been competing over the last couple of years. It’s a coach on my watch. 

The latest innovation around test sets will push you to your limits and i love it! It pushes me way outside of my comfort zone and gives me motivation to improve. 

No matter what level of swimmer you are, this app can help you!",,,
,,,"My sister and I have taken up swimming in our 40’s after many years of running injuries. We grew up in Florida so we could swim before we could walk but never swam on a team.  We initially joined a Adult Summer swim league and had a blast!! We wanted to continue through the fall and winter and build up our endurance, strength and work on technique. The app makes this so easy as it has the workouts already planned for us we just bring our phone to the pool in the waterproof case and voila.",,,,,,,,
,,,,,,,,,,,
,,,,,,,,"This is one of the few applications that totally enhance your workouts, and that I cannot live without. I was not great at creating my own workouts, and after swimming competitively in high school, was missing the structure that a coach would provide in a season. This app’s workout structure is varied, purposeful, and expertly crafted - couldn’t ask for better. Also, in general, one of the best UI/UX designs in a fitness app I’ve ever used. If you swim or previously swam competitively in high school/college, get this app.",,,
,,,,,,,"Meh. It’s ok. Downloaded it for the drill/kick set mode. That part is fine. I saw there was a custom workout feature that let you program in your workouts. Disaster. Requires constant messing around with my watch to move to the next set. Also thought the option to program a dry land workout was nice except it only lets you choose from a library of pre determined movements AND a simple pull up isn’t one of them (along with a lot of other basic, common movements). Lots of great potential here but a lot to be desired…maybe in time it’ll improve. At least I didn’t spend money on it.",,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,"Having some problems with the app recording my pool sets, I reached out to Myswimpro and Charlie Brown replied. We were able to set up a WebCam meeting where Charlie successfully diagnosed the problems, walked me through the fix and everything works now as it should. I highly recommend the app and Charlie was both professional, friendly and very helpful. I would highly recommend this product and the company. Great product and great customer service, five stars.","Having some problems with the app recording my pool sets, I reached out to Myswimpro and Charlie Brown replied. We were able to set up a WebCam meeting where Charlie successfully diagnosed the problems, walked me through the fix and everything works now as it should. I highly recommend the app and Charlie was both professional, friendly and very helpful. I would highly recommend this product and the company. Great product and great customer service, five stars.",,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,"Not only is this the best fitness app I’ve used, it might be one of the best apps I’ve ever used period. I’ve gone from swimming with no plan or intent to doing structured workouts and have improved immensely in only a couple weeks. The Apple Watch app can be a little tricky to get the hang of at first but once you get the hang of it, it works flawlessly. I love the short videos they provide on technique as well. Highly recommend if you’re serious about improving your swimming!",
,,,,,,,,,,,
,,,,,,"I had just started swimming again after not swimming for years and had recently became a lifeguard (again). I wanted to swim faster than my coworkers but just general fitness in general, so I took it upon myself for one of their annual sales for a year. Did it. I even had problems with the dry land part of the app syncing to my watch, CS (customer support) was more than happy to help with everything. All of you working on this app are awesome and thank you!","I had just started swimming again after not swimming for years and had recently became a lifeguard (again). I wanted to swim faster than my coworkers but just general fitness in general, so I took it upon myself for one of their annual sales for a year. Did it. I even had problems with the dry land part of the app syncing to my watch, CS (customer support) was more than happy to help with everything. All of you working on this app are awesome and thank you!",,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"Up until this summer, I was able to create a simple workout and that was good for me - I know my times, I’m not looking to win medals or meets, but just wanted something that tracks workouts and tells me when to push off the wall. Now I can’t even edit the workouts I had before the latest update and literally everything  is behind a $180/yr paywall. It’s unfortunate, really, because it was the best out there, but the new interface is a step in the wrong direction and the cost is unreasonable. Even if they’d have offered an inexpensive option to just make your own workouts, I could be on board, but this isn’t worth the hassle.",,
,,,,,,,,"UPDATE #2: Well I guess I’ll leave at 1star. Read below if you want to read my rant. So far only 2 of 3 swims have recorded any heart rate. Tech support hasn’t responded again. Just doesn’t work. Save your money and just use Apple health. Never used coaching or other addon apps so don’t know if those work. 

UPDATE: Tech support came through with some steps to try. If all works as expected I will change my rating.

After using this app for 6mo, I purchased the analytics add-on for $60. Now my heart rate does not show. It does show in My Health, an apple program. 

Supports response was of course send me screen shots and ridiculously asking what devices I was using. My Health? Must be Microsoft...

Then I had to contact support (no contact initiated by them). Their response was of course to send more data. What a surprise! “Bring me a rock. No not that rock”. No contact again from support after 24 hrs. Next we’ll see who they try to blame.

Now I’ve paid hard earned dollars for an app that stopped functioning as soon as they got my $$. 

DON’T waste your time or money. Try other apps.",,,
,,,,,,,,,,,
,,,,,,,"I got this app because it looked like the perfect thing to help me keep track of complex structured workouts as I train for my first 70.3. Unfortunately it was more harm than help.

* The phone app constantly, constantly nags for a subscription when you’re inputting custom workouts
* It often looks like things you input aren’t saving and other times it just doesn’t save them.
* The watch — unlike every other app — starts your workout paused
* It doesn’t track your swims by distance, but by time, so if you don’t know your precise swim speeds, tracking is way off
* Without an interval set it forces you to unlock, swipe and tap “next set” in between every lap.
* Tapping “next set” re-locks the watch, but only sometimes.

I need a really, really good swim tracking app, and I’d be willing to pay for it (maybe not subscribe, but I’d pay). Workout content is second. This app gets it backwards and it’s been on the market long enough to suggest that won’t change.",,"I got this app because it looked like the perfect thing to help me keep track of complex structured workouts as I train for my first 70.3. Unfortunately it was more harm than help.

* The phone app constantly, constantly nags for a subscription when you’re inputting custom workouts
* It often looks like things you input aren’t saving and other times it just doesn’t save them.
* The watch — unlike every other app — starts your workout paused
* It doesn’t track your swims by distance, but by time, so if you don’t know your precise swim speeds, tracking is way off
* Without an interval set it forces you to unlock, swipe and tap “next set” in between every lap.
* Tapping “next set” re-locks the watch, but only sometimes.

I need a really, really good swim tracking app, and I’d be willing to pay for it (maybe not subscribe, but I’d pay). Workout content is second. This app gets it backwards and it’s been on the market long enough to suggest that won’t change.",,
,,,,,,,,,,,
,,,,,,,,"I couldn’t tell what I was supposed to do because it was too confusing. I paid for the full membership around 7 months ago, and I’m supposed to have quarterly 1:1 with a coach to help me, but aside from the first meet (which I didn’t know was video chat with the owner, my “coach” and some other guy), I’ve not received any kind of contact since. And honestly, I’ve not really used the app since either because every time I open it I’m just confused. There’s way too much information and since it’s not beginner friendly, it’s super overwhelming. I genuinely wish I hadn’t paid for it, but I definitely cancelled my subscription so I’m not charged again.",,"I couldn’t tell what I was supposed to do because it was too confusing. I paid for the full membership around 7 months ago, and I’m supposed to have quarterly 1:1 with a coach to help me, but aside from the first meet (which I didn’t know was video chat with the owner, my “coach” and some other guy), I’ve not received any kind of contact since. And honestly, I’ve not really used the app since either because every time I open it I’m just confused. There’s way too much information and since it’s not beginner friendly, it’s super overwhelming. I genuinely wish I hadn’t paid for it, but I definitely cancelled my subscription so I’m not charged again.",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,"As a former competitive swimmer getting back in the pool after 30 years, the workouts have been perfect in helping me get back up to speed. While I’ve got a long way to go, I’m not floundering around at the pool swimming junk yardage and made up sets. I’m looking forward to getting into the intermediate and advanced workouts. Plus there are multiple workouts for free, back, breast, IM, kick and sprint - really nothing short of hiring a coach to watch you. Highly recommend!",,,
,,,,,,,,,,,
,,,,,,,,,"With Master Swim sessions at my pool suspended, My Swim Pro has been a great help at improving the quality and focus of my workouts in the pool.  

The daily workouts keep things fresh for me  and It’s great to have the option of tweaking them to fit my needs in the APP.  I also love how MSP tracks and records my entire workout -so cool!!!

When Master Swim sessions come back to my pool I can tell you that MY Swim Pro will be with me for every stroke and kick.",,
,,,,,,,,,,,
,,,,,,,,,,,
"I'm sure this app does a lot of great things but I only wanted to use the free version to log my own workouts using the Quick Log feature. But after logging my first workout the app will no longer easily let me change the minutes (duration) of my swim--it takes 10+ tries to change the time, if it works at all. It's frustrating and hard to gauge my pace without an accurate time. Any fix for this? I do like that it connects to Strava.",,,,,,,,,,,
"I downloaded this app for my Fitbit verse two. When it was installed, I was trying to figure it out; when I set it all up, I chose a workout, then I went on my Fitbit, and then I tap load work out. It said,” connect to phone, error with the connection. ” but so far, I wouldn't grade this app for a lousy star rating. I think it needs to be connected to pads and iPhones. Even I am connected to the wifi; it does it too.",,,,,,,,,,,
,,,,,,,,I was a seasonal competitive swimmer but during the off-season I didn’t have any coaching. This app helped me improve my swimming in the same way a coach would. It gives detailed workouts hat are made for each individual and allows people to start from any fitness level and teach their goals at their own pace. I highly recommend to everyone who’s looking to get into the pool and be productive. No matter the skill level,,,
,,,,,,,,,,,
,,,,,,,,,,"I’m not one to write reviews, but I felt that this was important for those looking for a swim app. There are no free workouts at all, and when I tried to create a workout, I couldn’t find it again in the morning. It was very upsetting for me that EVERYTHING, from technique videos to training plans, all required payment to continue. As a college student who already doesn’t have much money to spare, yet wants to be able to improve swim speed and endurance before swim season, this app has been frustrating because of the inability to use any of the workout programs without paying the $20/month or $120/year subscription fee. Very disappointed.",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,"I wanted to try this app out because it had great reviews and others I know use it. The signup process was tedious, the amount of emails I have received already is overwhelming, and when I tried to watch some videos through the iOS and iPadOS app, the video would try to launch, but then it would close the video immediately after trying to watch.

It was enough of a bad experience within the first 5 minutes to turn me away given the high price tag. I would hope that this money would be put to good use developing a high quality app that works.",
,,,,,,,,,,,
,,,,,,,I got this app so I can customize my workouts and swim at my own pace. After three months of creating workouts I no longer can update my workouts to increase the distance because a very expensive subscription is required. I will have to go back to index cards to create my new workouts and only go in this app to record my workouts.  I suggest you create an option where the user can only customize their workouts and log their workouts. All the other stuff on there I don’t even look at.,,,,
,,,,,"The app on my watch works great! I swim with a team, so I don’t often load a workout, but when I do, it’s a great workout tool. Normally we have a listed workout, so I start the app, put it in drill mode if we’re only kicking and it does a good job of recording my workout and times and strokes. 

The problem comes when trying to analyze the workout on my iPhone after. Moving from screen to screen makes you want to tear your hair out with the lags and delays if not often down right freezing and often a sudden quitting of the app.

And trying to load a workout for use on the watch runs into similar lags/freezes/reboots. 

This behavior has only appeared this year and reports to support have been unable to solve the problem with each subsequent update. 

It’s frustrating because there is a lot of useful data out there. You just can’t easily access it.",,,,,,
,,,,,,,,,I found the description to be a bit misleading for a free app. Yes the app is free but there is nothing you can do with out the paid subscription. I’m training for a triathlon and wanted a good resource to help with swimming workouts but the 7 day trial isn’t a long enough evaluation period for me to see if I want to spend $20/month on an subscription. I can track swimming on my Apple Watch so I don’t need the app without the premium features at all.  I thought that was a too costly considering I can’t tell what I would really be getting since everything is locked down. No thanks.,,
,,,,,,,,,Have been using MySwimPro for a few weeks now and I’m really enjoying how it keeps my workouts fresh and sequences them to push me to improve. I especially love the interval tracking and haptic feedback on the Apple Watch—it takes all the set thinking out of the picture and allows me to just focus on swimming hard :),,
,,,,,,,,This app really helped me keep track of my swim workouts when my swim team season ended I was trying to keep swimming an hour everyday but I wouldn’t have time to right down a workout and I was so used to my coaches making the workout that without them it was hard but this app really helped me keep track of what I was doing 10/10 recommend,This app really helped me keep track of my swim workouts when my swim team season ended I was trying to keep swimming an hour everyday but I wouldn’t have time to right down a workout and I was so used to my coaches making the workout that without them it was hard but this app really helped me keep track of what I was doing 10/10 recommend,,
,,,,,,,,,,,
,,,,,,,,,"The perfect training tool! With this app on my watch, I actually show up to the pool and get a tough workout in. I swam my whole life and played water polo in college. After college I struggled with swimming on my own, it’s just so boring! MySwimPro definitely helps with keeping me accountable. Perfect training for masters swimming and polo. Love tracking everything too, cause “numbers don’t lie!”",,
,,,,,,,,,"I’m a swimmer on a team who likes to track down what we do every day. We swim about 2 times a day for 6 days a week and whenever I try recording my times from meets, it doesn’t even record down the time and I have to do it all over again. It’s very buggy and it’s split recording isn’t good. The good part about this app is that it makes it easier to record our practices and times but however, with these problems it makes it nearly impossible to.",,
,,,,,,,,"Been using for years and used to like it a lot. I understand the developers have to make money, but these days it’s quite annoying to use this app if you don’t need any to sign up for one of their paid subscriptions. It’s constantly barraging you to subscribe, make a training plain, etc. 

If you want to use this app as your coach it’s probably a good one. But if you just want to track your swimming activity, there are probably better options now.","Been using for years and used to like it a lot. I understand the developers have to make money, but these days it’s quite annoying to use this app if you don’t need any to sign up for one of their paid subscriptions. It’s constantly barraging you to subscribe, make a training plain, etc. 

If you want to use this app as your coach it’s probably a good one. But if you just want to track your swimming activity, there are probably better options now.",,
,,,"I have been using this app for almost 3 months and just finished one of their training plans. It’s been a great experience both in and out of the pool as the team really listens to and welcomes feedback. 

It has a great swimming glossary built into the app to help clarify any terms you might not know. In addition to that it’s easy to use and saves you having to memorize or write down your routines.",,,,,,,,
,,,,,,,,"As a former high school swimmer, I’ve been looking for a swim app that would not only record my stats but assist me with endurance, speed, and technique while physically in the pool. I can’t tell you how ecstatic I was after my first swim with this app. Total game changer !!! I can finally brag to my husband about all my metrics and geek out on all the analytics and swim plans!!! It’s like having your own personal coach on your wrist. Thank you!!!",,,
Have always been a swimmer. Needed some structure now that I live in an area without master swimming teams etc. Have been using this app for two years and appreciate it every time I complete a work out. Am not connected to a watch / device at this point and that is a little limiting at times.  Using Form goggles and only wish the two were connected.,,,,,,,,,,,Have always been a swimmer. Needed some structure now that I live in an area without master swimming teams etc. Have been using this app for two years and appreciate it every time I complete a work out. Am not connected to a watch / device at this point and that is a little limiting at times.  Using Form goggles and only wish the two were connected.
,,,,,,,"Freaking LOVE this app! I wish it was easier to filter the workouts by things like equipment or add dynamic adjustments to intervals when you miss some, but those are really minor gripes. I love not having to write my own workouts but being able to customize the premade ones if I want to. This app has made lap swimming so much more fun!",,,,
,,,,,,,,,,,
,,,,,,,,,I love this app! As a swimmer this app is super user friendly and simple. I don’t have the premium version but the free routines they have are still good quality. I also love that you can make your own personal workout and track it. The only thing I wish for is more free routines. But besides that I love everything about this app.,,
,,,,,,,,"As a swimmer there are many things you need to know, watch, learn, practice and count. Having a coach was something that helped but had limitations especially if you change countries and travel. Since I started with MySwimPro I felt the best professional coach I can ask for is back with me always whenever I need it.",,,
,,,,,,,,,"I love this app, it makes swimming fun and I look forward to using it every day. The only reason I am not giving it 5 stars is because it does not keep track of my lap times very well which in turn messes up the swolf score, my best times and lap splits, etc. That being said, I have tried the available swim apps and this is still the best swim app out there!",,
,,,,,,,,,,,
"This app looked like a promising way to make my swim sessions more interesting but instead I got:

* A “free” trial that ended in 30minutes (as soon as I cancelled auto renew). Apple still says my subscription should be valid for a week but the app suggests otherwise and keeps prompting me to sign up for premium again. This is in the best case a bug and most probably against apples terms of use.

* Their companion Garmin app for the 735xt simply doesn’t work. It asks me to login via Garmin connect but in Garmin connect, under the app settings page it doesn’t provide any interface to enter your credentials like other Garmin connect apps do. Hopefully that’s a bug that can be fixed.

* Initially Garmin sync would reset itself every time I entered “Account Settings”. I had to uninstall and reinstall the app to get that working as expected.

It’s a real pity as pool swimming can be quite monotonous without a coaching aspect.",,,,,,,,"This app looked like a promising way to make my swim sessions more interesting but instead I got:

* A “free” trial that ended in 30minutes (as soon as I cancelled auto renew). Apple still says my subscription should be valid for a week but the app suggests otherwise and keeps prompting me to sign up for premium again. This is in the best case a bug and most probably against apples terms of use.

* Their companion Garmin app for the 735xt simply doesn’t work. It asks me to login via Garmin connect but in Garmin connect, under the app settings page it doesn’t provide any interface to enter your credentials like other Garmin connect apps do. Hopefully that’s a bug that can be fixed.

* Initially Garmin sync would reset itself every time I entered “Account Settings”. I had to uninstall and reinstall the app to get that working as expected.

It’s a real pity as pool swimming can be quite monotonous without a coaching aspect.",,,
,,,,,,,,,"I have been using the app since it was launched. Today I use it to measure pace, etc. I utilize the sync/import my workouts feature for the most part. However since the last couple of updates, they have come through broken. My 200s come through as 25s, 75s…even though when I look at them in the iOS Fitness app they are tracking together. Please take a look. Thx",,
,,,"I encountered some issues that stopped the app from working at one point.  Thankfully, installing the most recent version fixed them.

The app makes it reasonably easy to write up and execute your own workouts.  Times recorded are not very accurate, but that may be more a function of the Apple watch than the app - each swim may be off by several seconds.",,,,,,,,
,,,,,,"It is a good app with good plans. I use it most every day. The biggest issue is it doesn’t work with high end Garmin watches to export swim plans although it sells this as a feature. I have the MK1 and integrating between the app and devices is so complicated and never works. Even their customer service team could t figure it out.  

This also isn’t a product for people on a budget. You can find so many free workouts online. So it’s good but could be great. Just do your research.","It is a good app with good plans. I use it most every day. The biggest issue is it doesn’t work with high end Garmin watches to export swim plans although it sells this as a feature. I have the MK1 and integrating between the app and devices is so complicated and never works. Even their customer service team could t figure it out.  

This also isn’t a product for people on a budget. You can find so many free workouts online. So it’s good but could be great. Just do your research.",,,,
"I switched from Apple Watch app because I’m looking to get more accurate info on my work out. I’m having trouble to connect to Facebook to connect with people, it keeps on kicking me back out. Now on my Facebook page it shows I have the app connected and it gave me my work out notification. But I’m not able to connect on MySwimPro. I didn’t upgrade, is that why it’s not working?? Please help.",,,,,,,,,,,
,,,,,,,,"I have a Garmin watch and I can’t see any benefits of using the free app, the info appears to be about the same you get for free with your watch app. It seems the Apple Watch features are great for doing workouts in the pool. However, there are no free workouts, everything has to be paid for, even stuff that is free on their website and the price is really ridiculous if you just want the workouts. May be worth it if there is actually a proper coaching strategy but not sure that’s the case, didn’t even go for their free trial. Deleted.",,,
,,,,,,,,,,,
,,I have been using the app a few months and have actually switched to an annual subscription due to the value I gained from it. It is the next best thing to having a live coach and their customer service is the best I have seen from any app developer. Definitely a smart investment for any level swimmer.,,,,I have been using the app a few months and have actually switched to an annual subscription due to the value I gained from it. It is the next best thing to having a live coach and their customer service is the best I have seen from any app developer. Definitely a smart investment for any level swimmer.,I have been using the app a few months and have actually switched to an annual subscription due to the value I gained from it. It is the next best thing to having a live coach and their customer service is the best I have seen from any app developer. Definitely a smart investment for any level swimmer.,I have been using the app a few months and have actually switched to an annual subscription due to the value I gained from it. It is the next best thing to having a live coach and their customer service is the best I have seen from any app developer. Definitely a smart investment for any level swimmer.,,,
,,,,,,,,,,,
,,,,,,,,,,The workouts are not challenging or tailored to my performance—annoying since the app has spent nearly 2 years collecting my data. The videos and various workouts can all be found (better) on the internet. Hardly worth $119. You’ll also receive all sorts of emails and “training” videos that are essentially advertisements pushing some product they’re in a partnership with—like a $200 device to build lung capacity. This may be helpful for beginners but if you’re an intermediate or above swimmer it’s not worth the money.,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,"I can’t advise this enough - RUN and do not do the trial. I didn’t remember signing up for a year subscription, just a 7 day trial that would result in a monthly fee after. I was automatically charged $100 after 7 days. I stopped using the app after the first swim, as it shuts off my Apple Watch ability to track data using Apple Health. I cannot find a customer support number anywhere, even though they promise their “premium” members ample support. More like endless links to wiki articles with no human in sight. Don’t make this mistake folks. This is a fraudulent app.","I can’t advise this enough - RUN and do not do the trial. I didn’t remember signing up for a year subscription, just a 7 day trial that would result in a monthly fee after. I was automatically charged $100 after 7 days. I stopped using the app after the first swim, as it shuts off my Apple Watch ability to track data using Apple Health. I cannot find a customer support number anywhere, even though they promise their “premium” members ample support. More like endless links to wiki articles with no human in sight. Don’t make this mistake folks. This is a fraudulent app.",,"I can’t advise this enough - RUN and do not do the trial. I didn’t remember signing up for a year subscription, just a 7 day trial that would result in a monthly fee after. I was automatically charged $100 after 7 days. I stopped using the app after the first swim, as it shuts off my Apple Watch ability to track data using Apple Health. I cannot find a customer support number anywhere, even though they promise their “premium” members ample support. More like endless links to wiki articles with no human in sight. Don’t make this mistake folks. This is a fraudulent app.",,
,,,,,,,,"As a swim coach, I love that this app keeps me on track. I was frustrated with my Apple Watch that never counted my kicking laps and couldn’t get drill tracking correct either. This records all that I do. It also forces me to do the sets at the correct training paces. I highly recommend it for anyone unable to join a team.","As a swim coach, I love that this app keeps me on track. I was frustrated with my Apple Watch that never counted my kicking laps and couldn’t get drill tracking correct either. This records all that I do. It also forces me to do the sets at the correct training paces. I highly recommend it for anyone unable to join a team.",,
,,,,,,,,,Cool app nice to help keep track of my pacing and stuff. But I find it odd you have to load the workout on the app first and get it to sync before you can start. So I have to bring my phone with me to the pool to get it to work. Don’t like that since it could get ruined if it falls in the pool or something. Otherwise cool app. Please find a way to make it work without having to utilize the phone . Thanks,,
"Getting to connect is difficult, and keeping connected even more. I have an Ionic, I loaded a workout last night, tried to use it this morning and it was fine, had to leave the pool to go get the phone to load it again. Then the app would not work because it the watch was not connected to the phone (had synchronized a minute before). Finally, I got the workout in, dis the workout and the data never made it to Fitbit dashboard. I also have an Apple Watch, I’m gonna test it with it, if it doesn’t work I’m deleting this app, so far not worth the money.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,"The app looks great there are a lot of workout options and I liked the layout inside the workouts…when I could see it. Which brings me to why I’m giving it 3 stars, 99.9% of the app is behind a pay wall and it’s expensive. To pay for it on top of the gym membership to access the pool is not worth it. Especially since it doesn’t even sync with my smart watch (Fitbit).",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"i was impressed with apple watch's built in swim tracking, it would pay attention to when I was moving and when I wasn't, logged pace per lap accurately

I was happy to try MySwimPro because I appreciate all the how-to videos, but when running a 100yd exercise, if I only get half that done in the goal time, the watch still logs 100yds, so I have no idea how far I actually swam.","i was impressed with apple watch's built in swim tracking, it would pay attention to when I was moving and when I wasn't, logged pace per lap accurately

I was happy to try MySwimPro because I appreciate all the how-to videos, but when running a 100yd exercise, if I only get half that done in the goal time, the watch still logs 100yds, so I have no idea how far I actually swam.",
